400 PA5-J-OurOutput-Iter=1.txt 6
-10.490786   -12.473612   -8.465205   -2.808642   -33.680766   -24.167387
  -16.86   -28.54   -10.41      -17.34   -26.79   -11.99       2.403
  -18.44     8.74   -14.74      -18.24     7.55   -15.45       1.399
   -7.04   -30.96   -22.82       -8.58   -28.55   -23.09       2.868
   33.43    -4.65   -13.40       34.76    -5.45   -13.41       1.555
   35.84    -1.54    -3.17       36.48    -2.16    -3.10       0.899
  -33.39    10.22   -24.96      -32.52     8.71   -25.01       1.736
   -6.63   -25.56    -9.55       -8.58   -22.48   -11.48       4.129
    5.63    17.89   -22.98       11.12    18.97   -23.84       5.656
   19.63    14.84    36.58       21.75    16.01    37.13       2.476
   -7.17     9.40   -10.48       -6.92     8.43   -10.45       1.005
   22.93    -7.19   -28.69       23.59    -6.03   -25.64       3.329
   36.02    -0.83    -4.55       37.00    -1.78    -4.44       1.368
   15.35    -9.03    23.65       15.02    -6.61    23.40       2.452
   -7.61     0.42   -37.89       -6.81     1.09   -38.53       1.227
  -21.40   -35.31   -34.13      -21.23   -32.07   -33.41       3.317
  -44.81   -10.46   -26.54      -43.91   -10.39   -26.31       0.931
  -28.90   -23.19    -6.31      -28.31   -21.75    -7.87       2.207
   16.31    -9.10    20.88       15.97    -6.78    20.60       2.355
  -11.20    30.35    19.92       -9.53    24.34    21.74       6.489
  -30.54   -30.99   -38.75      -29.31   -28.35   -37.13       3.332
    7.25    11.64    -9.21        7.05    12.16    -9.66       0.718
    5.90    17.49   -23.14       11.10    18.96   -23.99       5.461
   27.62     7.51    20.07       29.31     7.68    20.81       1.854
   22.09     1.92    47.12       22.05     1.94    47.11       0.036
   10.53    -1.45    56.30       11.99    -6.34    56.74       5.123
   32.45    -7.00   -15.73       33.13    -7.49   -15.92       0.862
    5.33    26.92    15.84        5.47    24.55    15.55       2.398
  -18.89    -5.40   -51.83      -19.77    -5.67   -48.63       3.334
   -1.41   -16.91    -0.44       -1.69   -14.16    -1.60       3.003
   30.20    -8.77    -2.01       30.35    -8.99    -1.98       0.272
   -2.44    17.60    48.39       -2.17    17.31    48.17       0.458
  -32.67   -32.74   -20.80      -30.87   -29.88   -21.41       3.433
   -1.37   -18.55    -3.26       -1.81   -15.90    -4.83       3.111
    9.36    -9.70    18.99        9.24    -8.12    18.51       1.653
  -40.01   -11.72   -36.08      -40.02   -11.73   -36.08       0.011
   13.08    -9.83    48.05       12.60    -6.22    47.88       3.651
   -5.11    -5.39    40.93       -3.77    -4.38    41.08       1.680
    3.64    -9.99   -24.84        3.84   -10.06   -25.12       0.351
  -11.45    29.67    29.61       -9.55    24.82    28.33       5.363
  -13.48    10.08    21.36      -13.13    10.37    21.41       0.456
   20.41     0.80    53.12       20.67     0.69    53.16       0.284
   11.08    -9.05    35.05       10.68    -6.36    35.03       2.721
  -19.30    -5.35    -0.31      -18.00    -5.08    -1.10       1.540
    4.44    -3.77    55.35        4.10    -7.35    55.30       3.602
   -1.76    -7.79    46.70       -0.91    -5.89    46.64       2.081
  -14.55    22.63    12.15      -11.36    19.75    16.84       6.355
    2.25    -2.89   -23.71        2.58    -2.52   -24.42       0.860
   -8.59     4.26    32.24       -7.63     4.41    32.06       0.986
  -17.98   -18.63   -50.84      -18.63   -17.76   -47.56       3.452
  -27.13   -34.94   -32.34      -26.60   -31.71   -31.85       3.313
  -32.42    11.23   -28.87      -31.24     9.37   -28.66       2.219
  -17.65   -18.13   -51.01      -18.32   -17.24   -47.64       3.552
   27.56     9.30    19.54       29.19     9.98    20.30       1.922
  -39.96     3.46   -20.83      -38.89     2.45   -21.24       1.524
  -34.33     8.98   -21.79      -33.43     7.73   -22.19       1.590
  -23.39    14.91   -24.33      -23.17    12.00   -24.64       2.936
    8.29   -18.27   -16.71        7.17   -15.98   -16.09       2.622
   -7.19    10.17    50.08       -6.25     9.88    50.05       0.991
   -8.64   -27.11   -11.51       -9.80   -24.61   -13.16       3.204
    9.29    -1.61   -23.11        8.96    -1.68   -22.05       1.111
    5.07    -0.30   -21.68        5.29    -0.10   -22.17       0.568
   16.56   -15.72    -2.35       16.51   -15.63    -2.42       0.124
    4.59   -18.80   -20.10        3.64   -17.09   -19.76       1.984
   -9.31   -21.80    -7.69       -9.39   -20.67    -9.27       1.947
  -20.42    -9.85    -2.90      -20.24    -9.84    -3.37       0.506
  -32.33     6.09   -40.04      -31.42     5.14   -38.95       1.709
    4.00    -9.70    23.17        3.80    -8.52    23.01       1.202
   15.27    24.62    23.61       15.08    23.21    23.49       1.431
  -36.62     6.63   -18.45      -35.16     5.07   -18.95       2.188
    1.48    -9.29    45.96        1.65    -6.78    45.95       2.512
   -0.32    -6.05   -26.91        0.58    -5.50   -27.61       1.266
   15.07    -9.01    21.14       14.76    -6.93    20.89       2.118
    8.58    16.05   -14.77       11.51    17.87   -13.30       3.749
   -6.26   -22.81    -7.06       -7.60   -20.81   -10.17       3.931
   -3.67    -3.03   -29.46       -2.73    -2.53   -30.08       1.237
   35.12    -1.28   -13.78       36.35    -1.97   -13.99       1.428
   -1.33     5.33   -19.45       -0.54     6.36   -20.07       1.440
   22.85    16.12    21.78       25.01    17.32    22.37       2.544
  -39.75   -11.86   -10.29      -38.17   -11.67   -11.36       1.920
   -4.07   -10.06   -36.63       -1.80   -10.21   -37.06       2.316
    4.26    22.99    -3.15        6.57    21.51    -2.40       2.845
  -27.20   -33.98   -35.19      -26.63   -31.01   -33.91       3.280
    2.39    19.02    -1.66        3.81    18.11    -0.86       1.864
   -5.60    -3.10    31.49       -6.32    -3.53    31.66       0.857
  -15.18   -21.22    -6.44      -15.68   -20.32    -7.82       1.723
   -3.94   -26.71   -12.62       -6.10   -23.22   -14.69       4.594
   22.35     9.34   -31.16       22.60     9.68   -30.65       0.670
    7.38    26.16    -6.01        9.50    23.99    -5.01       3.196
   21.60     7.86    50.09       22.55     7.90    50.26       0.973
    8.50    -4.63   -22.99        8.33    -4.66   -22.46       0.555
   20.23    10.85    50.84       21.87    11.40    51.13       1.755
   17.74    -8.15    30.56       16.93    -5.85    30.35       2.456
    7.57    26.64    -1.44        8.91    24.67    -0.82       2.455
  -13.28   -30.72   -39.99      -14.01   -28.10   -38.51       3.095
    1.54    -6.72   -25.71        2.10    -6.62   -26.37       0.874
    2.21   -24.15   -13.01        1.44   -18.79   -13.02       5.421
   20.41   -11.91     1.18       20.29   -11.64     1.02       0.334
   18.76    26.86    -4.59       18.72    26.55    -4.54       0.312
  -22.54    15.02   -31.14      -22.22    11.85   -30.66       3.227
    0.86    21.26     2.65        2.93    20.09     3.45       2.510
   -2.61    -6.78    33.66       -2.58    -6.60    33.63       0.177
   15.27   -15.12     0.10       15.07   -14.68    -0.15       0.541
   -8.17   -27.73   -12.71       -9.43   -25.14   -14.28       3.278
    1.25    -9.47    54.82        1.74    -7.12    55.06       2.409
  -20.74    27.24    19.09      -13.54    22.41    21.45       8.984
  -41.26     2.30   -31.84      -39.75     1.28   -31.32       1.893
   31.81    11.99     7.86       34.30    14.16     9.50       3.674
    1.26   -25.29   -17.79       -1.87   -21.91   -18.90       4.742
   18.41     6.86    54.63       21.94     6.88    54.93       3.548
   17.17    -6.75    48.26       16.26    -4.76    48.17       2.189
   21.68     8.61    46.45       23.10     8.58    46.72       1.453
  -10.12     6.81    28.21       -9.60     7.03    28.03       0.594
   15.58    23.68    24.58       15.50    23.06    24.53       0.621
   28.10    13.13    13.65       29.97    14.13    15.15       2.596
    1.16   -20.49   -28.17       -0.20   -19.77   -28.00       1.556
    2.60    -9.36    26.95        2.36    -8.16    26.67       1.256
   -9.59    12.59    37.42       -9.42    12.66    37.31       0.218
   32.11    -6.55     0.61       32.32    -6.82     0.61       0.337
  -43.21   -11.57   -15.78      -41.59   -11.50   -16.67       1.848
   26.26     9.61    23.00       27.82    10.06    23.49       1.694
   27.87    19.69     4.63       29.15    21.51     4.68       2.225
   -1.85     6.42   -18.31       -1.77     7.35   -18.67       1.009
    8.49    28.46     6.46        8.93    26.12     6.47       2.388
  -10.07    24.29    11.57       -7.81    20.72    15.54       5.791
   32.87    -2.38     6.80       34.83    -4.42     7.44       2.899
   21.91    -3.13    33.89       21.66    -2.90    33.80       0.352
   15.32    -8.81    39.84       14.40    -5.88    40.12       3.089
   -9.68     8.27   -31.10       -9.79     8.03   -31.08       0.267
   -0.08    -3.44    55.21       -1.27    -5.85    55.10       2.692
   -0.84   -13.10     9.25       -0.66   -11.33     9.00       1.791
    8.93   -17.22     0.21        9.25   -15.35    -0.50       2.025
   -7.27     9.40    -9.95       -6.94     8.39   -10.03       1.064
    4.72   -20.54    -6.97        4.02   -16.88    -8.67       4.094
   17.50    -7.69    35.97       16.65    -5.36    35.91       2.471
   -1.81    -8.08    24.94       -1.84    -8.56    25.07       0.495
  -40.04     1.90   -35.85      -38.55     0.88   -35.19       1.919
   11.69     9.92   -29.25       15.03    12.94   -27.78       4.738
   13.24   -20.01    -9.36       13.82   -17.30    -8.59       2.874
   29.64    -4.85   -25.50       29.63    -5.20   -25.84       0.493
  -10.35    -4.98    13.38       -9.77    -4.68    13.18       0.674
  -37.01     3.65   -15.21      -36.09     2.95   -15.82       1.305
   21.64     3.68    50.53       22.13     3.61    50.63       0.503
  -20.67    22.43    15.72      -14.27    19.15    19.46       8.112
  -22.08   -26.33    -8.38      -21.79   -25.22    -9.62       1.685
  -39.87    -2.65   -13.68      -38.76    -3.23   -14.49       1.495
   36.10     1.47     4.31       38.53     0.32     4.25       2.692
   37.77     6.90    -5.85       39.32     7.53    -6.18       1.710
   22.65    22.97    12.29       22.72    23.14    12.33       0.189
   -1.65   -12.62   -33.60       -0.55   -12.13   -34.03       1.269
    6.65    -9.80    22.01        6.21    -8.17    21.78       1.705
  -11.45     8.50    -4.59      -10.40     6.77    -4.80       2.033
   16.68     4.73   -29.68       20.23     5.74   -27.93       4.087
  -32.20     5.98   -40.37      -31.24     4.99   -39.23       1.787
   17.42    25.14   -23.78       17.47    24.85   -23.72       0.298
    2.19    -4.92   -24.70        2.69    -4.70   -25.31       0.813
   -5.59    -4.79    25.98       -6.03    -5.16    26.22       0.624
   26.50    -7.96     2.12       26.56    -9.42     2.62       1.545
  -10.05    10.96   -18.19      -10.50     9.05   -19.04       2.130
  -36.83   -19.10    -9.98      -36.01   -18.56   -11.13       1.509
   30.61    -2.10   -26.19       30.61    -2.10   -26.13       0.063
    0.59   -16.29   -29.85        0.23   -16.27   -29.72       0.386
    5.72    23.60   -17.16       12.40    21.79   -16.26       6.975
    7.77    10.08   -11.24        7.69    10.74   -11.65       0.777
   17.59    15.30    45.68       19.50    16.91    45.99       2.518
   15.83    17.34    44.82       17.85    19.04    45.14       2.662
  -15.55    -6.15     3.34      -15.05    -5.97     2.96       0.657
   30.89    15.70    -6.49       33.11    17.55    -6.38       2.899
    1.91    -8.35    37.43        1.97    -6.98    37.36       1.379
    6.99    27.77     9.03        7.65    25.39     8.92       2.468
   -1.96   -25.08   -10.58       -4.20   -20.75   -12.40       5.206
   19.09    22.34    21.11       19.13    22.45    21.12       0.120
  -11.41    21.63    37.71      -10.43    20.26    36.70       1.963
   13.28     1.49    56.53       17.71    -2.58    56.79       6.026
  -44.48    -3.63   -25.83      -43.27    -4.12   -25.84       1.303
   18.99   -14.20   -21.77       20.67   -12.99   -20.42       2.479
   14.27   -12.85   -21.37       14.18   -10.98   -19.60       2.574
   -2.65    -6.95    46.46       -1.97    -5.42    46.42       1.665
  -37.75     1.92   -40.52      -36.16     0.85   -39.36       2.239
   17.14    17.66   -30.18       17.33    17.71   -30.66       0.526
    7.04    21.86    35.94        7.07    21.53    35.88       0.334
  -11.36    -2.27    13.55      -10.96    -2.15    13.35       0.458
   -9.33   -26.68   -10.40      -10.72   -24.57   -12.49       3.281
  -12.99    13.48     7.88       -9.25    10.19     9.07       5.123
   24.90    -5.90   -28.41       24.80    -4.92   -26.05       2.552
  -23.12   -16.24   -51.16      -23.14   -15.94   -48.28       2.905
    1.84    26.42    16.03        2.46    24.27    16.40       2.265
   -8.73     4.46    38.17       -6.98     4.68    38.15       1.760
   18.15    27.46   -13.85       18.28    25.55   -13.67       1.926
   29.57     8.73   -28.74       29.84     8.75   -28.96       0.353
    3.73    25.02    26.21        3.54    23.42    26.04       1.622
   21.33    -7.08    19.88       20.96    -5.93    19.76       1.211
   35.96     9.36     0.65       38.43    10.92     0.62       2.925
  -25.51    -4.35   -50.46      -26.06    -4.94   -47.87       2.715
  -15.18   -31.24   -40.22      -15.82   -28.58   -38.45       3.255
    3.69    12.98    54.50        2.00    18.47    54.97       5.759
   11.23   -16.98    -0.42       11.38   -15.61    -0.67       1.396
   29.78   -12.52   -12.24       28.77   -11.35   -12.57       1.577
   23.16    -8.35     7.32       23.11    -8.15     7.26       0.218
  -34.93    -4.23   -10.06      -34.72    -4.40   -10.47       0.491
   -7.10     1.86   -29.65       -5.62     2.64   -30.28       1.790
  -13.68     1.68   -45.94      -14.14     0.89   -44.86       1.413
   12.34     1.31   -23.46       12.54     0.10   -21.22       2.558
   30.85    -0.24   -26.15       31.15    -0.45   -26.56       0.546
   -0.78   -14.12     6.34       -0.65   -11.86     5.83       2.329
   28.20    19.48   -10.16       29.66    21.29   -10.16       2.331
   21.44   -18.64   -11.42       20.58   -17.14   -11.47       1.731
    1.20    -9.77    21.50        1.21    -9.40    21.45       0.380
    8.72    26.27    23.31        8.71    23.76    22.82       2.556
   15.15    -8.59    46.92       13.96    -5.78    46.88       3.049
   18.00    21.47    24.73       18.47    22.35    24.91       1.015
   -4.85    17.57     5.64       -2.84    15.63     6.70       2.985
  -30.11    13.24   -29.43      -29.03    10.28   -28.76       3.220
   -2.81     2.97   -23.19       -2.40     4.02   -24.00       1.386
   25.75    -1.08    20.29       26.98    -2.15    20.90       1.743
    7.84   -16.22   -19.84        6.50   -14.77   -19.27       2.049
   -3.12   -23.67    -9.29       -4.61   -20.38   -11.49       4.228
  -39.86   -18.17   -12.77      -38.49   -17.53   -13.85       1.867
   28.30    19.86    -2.07       29.49    21.33    -2.12       1.886
   29.60   -15.82   -14.86       27.39   -12.74   -15.16       3.809
    2.44    10.33   -10.21        2.34    10.57   -10.30       0.268
  -14.73    12.99   -31.86      -15.72    11.00   -31.46       2.261
   -2.80    15.76    52.64       -2.79    15.75    52.64       0.019
    6.69    10.89    -9.88        6.62    11.49   -10.25       0.713
  -16.53    -9.16     0.72      -15.92    -8.74     0.00       1.030
  -21.36   -10.02   -51.72      -21.64   -10.23   -49.69       2.065
   20.69    11.90    44.91       22.30    12.87    45.12       1.894
  -40.52   -10.35   -36.09      -40.17   -10.31   -36.08       0.355
    2.34   -14.57   -25.40        2.51   -14.63   -25.51       0.208
   23.64     2.19    35.39       24.35     1.87    35.61       0.814
    1.26    -8.44    38.26        1.32    -6.90    38.17       1.542
   -9.49     8.23   -28.13       -9.65     8.10   -28.13       0.209
   -9.23     7.17    40.82       -7.22     7.26    40.46       2.038
  -39.40   -20.63   -37.86      -38.19   -19.91   -37.20       1.556
   27.00    -8.67     0.49       27.05    -9.98     0.94       1.385
  -35.94     8.48   -25.98      -34.92     7.25   -26.13       1.600
   28.24    19.68   -13.04       29.33    21.36   -13.09       2.008
   -4.28    22.92    10.63       -2.76    20.23    11.73       3.281
  -10.23    28.40    32.29       -9.81    24.03    30.97       4.585
  -39.55   -28.16   -25.46      -37.05   -25.85   -25.58       3.398
  -35.15     5.45   -38.38      -34.10     4.33   -37.19       1.944
   11.85   -20.31    -7.05       12.89   -17.34    -6.69       3.171
   -5.51    -4.03    38.93       -4.86    -3.52    38.73       0.850
  -12.34    19.18    35.92      -12.05    19.06    35.62       0.433
   12.91   -19.08   -12.34       12.96   -16.34   -11.18       2.971
  -17.37   -13.01   -51.72      -18.03   -12.71   -48.84       2.966
   -0.74     7.37   -16.41       -0.63     8.16   -16.62       0.819
   10.59    23.85   -30.39       12.40    21.66   -28.81       3.249
   28.63    -1.72   -26.84       28.88    -1.98   -27.15       0.475
    9.53     1.28   -21.33        9.63     0.79   -20.49       0.985
   -1.29    19.54    44.87       -1.13    19.04    44.61       0.581
   25.15   -15.50    -9.11       24.25   -14.34    -9.34       1.489
   -6.72   -26.44   -34.75       -7.13   -26.06   -34.58       0.578
  -10.41     3.52    21.10      -10.17     3.60    21.03       0.260
   16.52     1.93    55.21       19.51    -0.68    55.49       3.982
   27.40    -4.84     8.66       27.85    -7.10     9.26       2.377
  -35.95   -13.13   -47.91      -34.62   -12.53   -45.78       2.580
   30.23    -3.60     7.60       31.52    -6.17     8.59       3.043
    4.76    -9.47    44.48        4.81    -7.02    44.60       2.451
  -14.34    19.79    34.19      -13.77    19.63    33.70       0.764
   22.02     3.08    47.32       22.35     3.03    47.35       0.335
    4.91    24.00    -2.71        6.97    22.85    -1.57       2.623
   20.92     9.49    49.99       22.41     9.84    50.28       1.558
   -8.69   -23.56    -8.24       -9.45   -21.52    -9.95       2.770
  -17.00   -10.75   -51.15      -17.49   -10.57   -48.93       2.284
   24.68   -14.09   -24.15       24.11   -11.57   -21.68       3.577
   31.58    11.59   -24.84       31.69    11.63   -24.92       0.138
  -40.02    -4.67   -38.99      -39.36    -4.84   -38.61       0.785
  -13.38   -33.45   -34.56      -14.29   -30.54   -33.86       3.135
   36.23    -0.03    -0.37       37.40    -1.21    -0.47       1.668
  -38.38   -12.81   -45.09      -36.76   -12.55   -43.79       2.093
    5.35    24.03    -6.33        7.95    22.19    -4.96       3.458
   20.47   -15.01    -4.08       20.50   -15.04    -4.04       0.061
  -36.08   -20.62   -44.36      -34.28   -19.35   -42.55       2.859
   24.58    22.96     7.89       24.74    23.34     7.98       0.420
   -3.06   -10.39    17.07       -2.85    -9.81    16.98       0.622
  -17.99   -18.37   -50.90      -18.63   -17.50   -47.63       3.440
  -12.98    15.81     9.49       -9.14    14.49    13.17       5.475
  -43.09   -21.75   -23.98      -41.02   -20.40   -24.21       2.474
  -10.67    11.17    31.45      -11.32    10.48    31.72       0.990
  -42.55     0.14   -32.11      -41.00    -0.68   -31.59       1.830
   -3.22    -8.21    23.12       -3.43    -8.55    23.20       0.405
   20.53     2.86    54.01       21.29     2.54    54.09       0.829
   -9.86     7.43    30.36       -9.29     7.85    30.21       0.725
   -3.53    19.63     6.55       -1.61    17.99     7.80       2.814
  -38.58    -6.63   -43.27      -37.52    -7.05   -42.06       1.666
    7.74    -9.15    39.54        7.47    -6.75    39.51       2.414
  -38.30     1.99   -39.07      -36.89     1.13   -38.07       1.927
   -7.00    16.45    42.74       -6.59    16.34    42.57       0.454
   -7.26     1.15    34.77       -6.94     1.18    34.72       0.325
   -3.21   -10.43    16.98       -2.98    -9.78    16.88       0.700
   25.97    20.17   -22.18       26.43    20.67   -22.67       0.836
   10.89    -8.90    32.37       10.67    -6.49    32.32       2.421
  -11.47    17.42     9.75       -8.96    15.39    13.42       4.894
   17.21     4.82   -29.96       20.37     5.74   -28.21       3.730
   -5.13    16.68    44.78       -5.04    16.63    44.73       0.118
   18.55    -4.11   -28.16       21.52    -4.08   -24.84       4.459
  -11.56    -1.66    13.27      -11.27    -1.57    13.12       0.345
   37.80     2.20    -6.10       39.36     1.07    -5.89       1.936
  -22.45    23.18    20.97      -15.36    20.44    23.08       7.885
  -39.21    -1.54   -40.01      -38.09    -2.06   -39.15       1.507
   17.26    -6.05    51.67       16.31    -4.56    51.51       1.780
  -31.76     9.95   -22.16      -31.30     9.25   -22.36       0.866
    3.05    21.44    -2.28        5.22    20.22    -1.07       2.763
  -14.15   -28.87   -11.48      -14.78   -26.58   -12.49       2.580
  -33.13   -22.52   -45.90      -31.47   -20.96   -43.70       3.164
    8.38   -15.02     4.09        8.71   -13.49     3.45       1.690
   22.52    -4.01    28.29       22.20    -3.59    28.15       0.539
   21.52     6.58    51.12       22.46     6.59    51.27       0.948
    0.79    17.66    50.94        0.55    18.46    51.08       0.847
  -13.09    10.22     4.28      -10.44     7.24     4.74       4.013
    4.23    22.11    -4.31        6.44    20.70    -3.59       2.715
    7.73    -7.48   -22.76        7.69    -7.48   -22.70       0.077
   -7.65     0.80    39.14       -6.46     0.99    39.09       1.206
  -24.28   -33.04   -38.27      -23.59   -30.17   -36.91       3.248
  -41.03     3.85   -25.97      -39.44     2.75   -25.99       1.930
   34.25     2.58   -21.72       34.55     2.57   -21.92       0.366
  -41.82    -5.77   -14.44      -40.62    -6.12   -15.29       1.514
  -28.34    -8.44   -50.66      -27.39    -8.62   -48.26       2.584
   14.26    -9.14    48.87       12.98    -6.13    48.70       3.275
  -19.07    16.63    25.28      -16.56    16.72    25.13       2.509
  -14.52   -28.58   -11.28      -15.00   -26.62   -12.44       2.322
  -40.81   -16.69   -36.34      -39.75   -16.43   -36.03       1.132
   -5.36   -26.02   -10.29       -7.16   -22.30   -12.56       4.724
  -38.15   -20.51   -41.08      -36.88   -19.56   -39.80       2.034
    5.54    23.89    30.22        5.54    22.60    29.97       1.321
   -8.33     1.87    30.14       -7.66     1.98    30.00       0.688
    1.87    19.11    45.80        1.79    19.57    45.79       0.467
    2.26    25.00    27.07        2.08    23.50    26.90       1.522
  -15.01    -0.51     7.85      -13.89    -0.36     7.39       1.221
   16.71    25.34    20.14       16.46    23.47    19.69       1.944
   14.09    -5.97   -24.64       14.39    -5.68   -22.32       2.357
   36.64     3.74     3.50       39.56     3.46     3.64       2.945
  -14.78    10.05   -40.51      -15.34     7.80   -39.02       2.752
  -25.99   -12.97    -4.96      -25.98   -13.15    -6.03       1.090
    8.19    24.90    28.88        8.19    22.89    28.49       2.049
   -9.97    26.67    14.03       -8.73    22.03    17.35       5.829
   -9.46     2.82    49.34       -6.71     3.29    49.56       2.802
    6.52    25.66    24.61        6.60    23.48    24.28       2.204
  -34.59     2.83   -41.91      -33.75     1.64   -40.60       1.957
   28.27    19.55    -4.37       29.59    21.18    -4.42       2.096
   30.62    16.18   -18.04       31.82    16.97   -18.44       1.492
   30.41     1.09    12.41       32.67     0.49    14.59       3.202
  -36.82   -24.20   -39.81      -35.17   -23.00   -38.71       2.319
   -9.37   -16.55    -1.71       -9.14   -14.66    -2.92       2.261
   19.87    20.50    22.06       20.59    21.72    22.40       1.457
   -2.54    17.80    46.60       -2.52    17.77    46.60       0.040
   28.50    14.93    11.42       30.51    16.45    12.52       2.748
  -28.94    13.68   -31.32      -27.86    10.32   -30.58       3.611
  -38.25   -28.42   -31.03      -36.07   -26.21   -30.66       3.124
  -28.73   -34.36   -33.55      -27.44   -31.24   -32.60       3.509
   13.29    29.35    10.30       12.94    26.39     9.87       3.014
   15.04    -8.99    41.19       14.10    -5.99    41.07       3.145
   22.44    12.80    29.75       24.53    13.95    30.28       2.439
   28.24     2.28    18.05       29.91     1.64    18.89       1.972
  -17.41   -16.10   -51.58      -17.76   -15.10   -48.36       3.393
