400 PA5-F-OurOutput-Iter=3.txt 6
48.801107   46.980094   29.518912   -93.821047   31.243903   -61.072725
  -26.24     0.77   -47.12      -26.28     0.85   -47.23       0.149
  -33.05     7.57   -28.73      -33.70     8.61   -28.67       1.220
    3.29    -2.50   -24.90        3.27    -2.54   -24.85       0.072
   -8.80     0.32     4.70      -10.73     1.27     4.97       2.174
   24.70    24.20   -14.30       24.94    24.68   -14.28       0.533
    3.95    -4.47    54.01        3.80    -5.30    53.92       0.849
   -4.06    -4.95   -32.24       -3.54    -4.97   -32.40       0.541
   -0.01    -5.86    26.97       -0.16    -6.28    27.04       0.452
    1.46    -5.17   -28.04        1.16    -5.22   -27.74       0.436
   21.36    18.36    26.06       22.01    18.63    26.31       0.748
   36.61     2.12    -0.52       36.97     1.95    -0.48       0.399
   19.90    14.06   -16.24       17.43    13.30   -16.63       2.622
   17.85    19.91    40.94       18.44    20.02    41.09       0.625
   -0.18    -3.92   -28.48       -0.06    -3.89   -28.61       0.183
   18.44    15.33    38.36       19.92    15.70    38.76       1.579
   -1.20    -6.31    20.01       -1.40    -7.04    20.06       0.761
   21.05    15.86    27.97       22.13    16.05    28.35       1.157
  -11.66    20.11    20.37      -10.84    19.52    20.84       1.116
   26.87    -8.90   -18.37       26.89    -8.99   -18.41       0.096
   11.84   -16.19    -8.76       11.79   -16.49    -8.83       0.317
    9.98    -3.58   -22.11        9.92    -3.81   -22.77       0.701
   -4.53    12.35    32.43       -8.40    11.21    34.91       4.734
   10.00    20.26    34.34        9.86    20.66    34.39       0.429
  -40.78    -2.79   -42.79      -39.98    -3.16   -42.14       1.095
  -27.70   -21.04    -7.14      -27.74   -20.96    -6.84       0.313
  -36.45   -29.85   -35.46      -35.55   -28.20   -34.80       2.000
  -30.84     6.25   -17.61      -31.01     7.66   -17.10       1.512
    1.94    16.32     7.85        1.65    16.57     7.63       0.436
   -8.53   -24.46    -8.42       -9.21   -22.52    -9.68       2.416
  -44.70   -12.91   -35.44      -43.78   -12.80   -35.50       0.930
   23.97     7.29   -26.54       22.54     7.34   -27.52       1.735
  -42.34   -10.65   -13.61      -41.67   -10.53   -13.94       0.750
   -9.46    -2.61     6.91      -10.66    -2.91     7.38       1.316
   -6.73     5.19    33.91       -6.42     5.31    33.90       0.337
   17.67    11.51    43.65       20.17    11.96    43.98       2.561
    0.19    -9.10   -29.77        0.25    -9.10   -29.83       0.087
  -36.36   -28.93   -38.08      -35.16   -27.37   -37.38       2.089
   -3.21    -3.27    61.54       -2.60    -2.71    61.61       0.833
  -26.36    -1.01   -48.52      -26.37    -0.99   -48.55       0.037
  -39.80   -27.32   -29.62      -38.52   -26.13   -29.42       1.754
    8.79    -1.52   -22.25        8.90    -1.49   -22.65       0.409
  -27.44    -8.49   -51.65      -27.19    -8.92   -50.71       1.058
   23.97    24.72    -6.54       24.08    24.99    -6.55       0.297
   29.22    14.25   -26.79       29.42    14.47   -27.13       0.445
  -33.38     2.29   -43.11      -33.36     2.26   -43.07       0.055
  -21.12    -3.02    -9.44      -21.76    -2.33    -8.42       1.386
   -6.29    -2.79    15.35       -6.96    -3.31    15.59       0.882
  -38.16   -25.01   -40.91      -36.83   -23.90   -39.91       1.999
  -38.36   -22.89   -14.60      -37.71   -22.47   -15.05       0.895
   -5.08    -3.46    17.86       -5.74    -3.85    18.04       0.783
  -18.57   -34.53   -33.21      -19.10   -32.68   -32.94       1.946
  -12.50    16.65    24.38      -13.46    16.84    23.91       1.090
   22.30    24.03   -15.65       22.53    25.28   -15.69       1.269
   14.13    -2.10    35.28       14.60    -3.27    35.29       1.268
   28.86    -2.07   -27.82       28.86    -2.07   -27.81       0.010
   30.25    20.41     0.90       30.30    20.43     0.90       0.059
   35.24     0.66     1.25       36.00     0.27     1.34       0.858
    8.73    19.02    38.67        8.35    19.75    38.58       0.829
   29.01    20.47   -20.69       29.04    20.51   -20.72       0.061
   10.09     9.44    70.86        8.71     8.57    67.26       3.957
   27.12    -4.31     7.54       27.27    -4.95     7.66       0.668
   11.07    -3.45    30.78       11.37    -4.78    30.87       1.366
    9.11    19.94    48.59        9.06    20.04    48.58       0.109
  -12.08    15.77    17.50      -11.29    15.47    18.30       1.159
   -1.88   -15.39   -35.07       -1.31   -15.19   -35.26       0.631
    3.39    12.09     4.47        1.86    13.19     3.59       2.075
  -11.67    -2.77     2.49      -12.94    -3.11     3.37       1.581
    0.54    -5.96    26.04        0.28    -6.59    26.17       0.688
   22.88    -1.82   -24.24       22.42    -2.14   -25.39       1.276
    9.98     7.51    70.33        8.11     8.22    67.57       3.412
   16.13    14.31    47.68       18.10    15.22    48.07       2.199
    9.80    21.02    25.93        9.66    21.74    25.96       0.738
   -2.80   -13.03   -35.82       -2.33   -12.95   -36.01       0.508
    6.57    18.27    51.47        6.44    18.42    51.47       0.199
   -1.23    -3.29    54.81       -1.38    -3.43    54.79       0.211
   -8.19     1.76     2.76      -10.15     2.93     3.34       2.354
    0.54     6.75    -2.97       -0.59     8.92    -3.85       2.594
   11.21    -2.38    54.96       11.83    -3.93    55.05       1.675
    3.08     3.14    69.63        2.97     3.17    67.23       2.398
    9.74   -14.00     5.80        9.65   -13.25     5.58       0.789
   27.29    -1.27    13.31       27.40    -1.40    13.39       0.184
   25.81    -4.25     9.76       25.92    -4.68    10.01       0.507
    4.46     6.40    69.36        5.60     6.96    67.33       2.393
  -21.53   -11.82    -5.72      -21.76   -11.74    -5.25       0.530
   21.96   -14.91    -3.42       21.36   -14.60    -3.72       0.734
    0.43    16.15     8.99        0.35    16.26     8.91       0.152
  -31.11     2.45   -43.86      -31.15     2.53   -43.94       0.111
   -1.40    14.73    36.77       -2.05    17.66    38.22       3.336
   36.64     1.67    -0.70       36.82     1.59    -0.69       0.195
    6.61   -15.94    -1.61        7.22   -14.87    -2.10       1.326
   21.52   -12.01    -1.47       21.42   -11.88    -1.55       0.183
    6.11    -3.99    69.64        6.19    -3.78    67.30       2.351
   -1.90    17.80     9.22       -0.88    17.07    10.86       2.069
    3.02    -8.75    19.71        3.01    -8.83    19.72       0.088
  -29.64   -23.43   -49.32      -28.77   -21.82   -47.61       2.504
  -27.10   -27.11   -46.36      -27.06   -25.48   -44.63       2.377
  -18.87   -31.55   -40.51      -19.35   -29.89   -39.48       2.013
   18.27    20.86    36.38       18.84    21.19    36.42       0.656
   -6.51   -22.49   -40.71       -7.31   -21.94   -40.17       1.111
   14.78    24.57    10.30       14.82    25.49    10.47       0.940
   18.64   -16.47    -2.67       18.39   -16.11    -3.01       0.557
   -3.76    -2.04    38.07       -3.69    -1.95    38.05       0.114
   24.22    24.99    -3.17       24.28    25.13    -3.18       0.154
   33.05    16.80    -6.69       33.16    16.86    -6.65       0.139
   17.41    -2.11    25.25       17.95    -3.24    25.44       1.263
  -12.28     6.34   -39.92      -12.32     6.32   -39.90       0.047
   -2.15    -5.43    22.12       -2.44    -5.89    22.20       0.556
   26.67   -11.10   -12.78       26.08   -10.67   -12.81       0.729
  -12.44    -9.92   -49.21      -12.66    -9.88   -48.63       0.619
   -2.33   -12.47   -34.44       -1.93   -12.39   -34.54       0.425
   11.13    21.63    23.53       11.02    22.21    23.63       0.598
  -16.31   -27.99   -13.85      -16.47   -27.69   -14.07       0.408
    2.24     9.93     2.57        0.77    11.67     1.89       2.387
   18.15    10.85   -13.45       16.58    11.72   -14.20       1.943
   11.26    -9.90    11.47       11.47   -10.47    11.62       0.630
  -12.35   -12.41   -49.01      -12.47   -12.34   -48.50       0.529
   37.98     4.55   -15.34       37.42     4.48   -15.20       0.572
   25.66    -6.29     3.99       25.71    -6.40     4.04       0.127
   -0.95    -6.30    19.79       -1.19    -7.12    19.84       0.852
   -5.53    20.02    12.57       -4.17    18.22    13.90       2.620
   14.15    22.72    22.19       14.15    22.74    22.20       0.021
   23.98    10.10   -26.07       21.98     9.35   -27.59       2.624
   -7.32     0.66    57.54       -5.47     1.64    57.63       2.097
   15.55     7.18    61.94       18.75     7.96    62.22       3.306
    9.76    15.70    66.23        9.93    15.54    67.08       0.880
    0.86    -0.01    70.16        0.85     0.03    67.20       2.956
   38.12     5.11    -6.73       38.96     5.24    -6.86       0.853
   19.29   -14.96   -12.27       19.30   -16.05   -12.68       1.161
   36.51     3.37     1.88       37.10     3.21     1.97       0.618
   -2.86    11.26    59.94       -3.44    11.73    59.88       0.742
  -17.41     9.38   -21.88      -16.62    10.79   -21.21       1.754
   12.10   -13.96   -14.49       12.15   -14.17   -14.54       0.217
   32.23    -6.85   -20.86       31.66    -5.95   -20.73       1.074
  -45.60   -16.66   -25.88      -44.58   -16.37   -26.00       1.071
   26.38    -6.60     1.37       26.58    -6.92     1.50       0.394
   37.70     3.53   -17.58       36.90     3.61   -17.39       0.821
   -3.00    -1.69    50.33       -3.06    -1.75    50.33       0.084
    4.79    -8.93    19.39        4.79    -8.96    19.40       0.035
   18.92    19.76   -25.52       20.01    21.93   -27.62       3.211
  -39.07    -2.18   -44.02      -38.50    -2.44   -43.51       0.798
  -21.54    -3.46    -9.49      -22.21    -2.74    -8.43       1.452
    0.42     9.25     3.25       -0.78    10.69     2.70       1.951
  -22.16   -35.09   -24.82      -22.20   -33.20   -24.96       1.891
   13.26    10.74    66.05       13.18    10.73    67.15       1.097
   -0.98    -6.73    18.76       -1.12    -7.21    18.79       0.495
   12.12    -4.12    24.95       12.48    -5.27    25.14       1.214
    9.53     8.83    -8.27        8.45    10.95    -8.84       2.442
   10.63    21.25     4.80        9.31    23.11     3.92       2.438
   27.70    -4.35   -26.60       27.78    -4.15   -26.27       0.392
  -13.04   -33.26   -28.32      -13.73   -31.73   -28.18       1.687
    3.58    15.69    60.40        3.06    16.41    60.40       0.886
   -1.66   -25.91   -27.57       -2.53   -24.83   -27.23       1.433
   21.60    23.04    15.92       21.54    22.86    15.87       0.199
   17.19    -5.82    12.76       17.57    -6.63    13.07       0.950
    4.80    16.64    57.75        4.39    17.25    57.71       0.738
  -14.48   -29.26   -41.47      -14.86   -28.09   -40.41       1.625
  -14.75   -26.27   -11.49      -14.88   -25.78   -11.96       0.695
   -3.86   -23.96   -35.16       -4.29   -23.34   -34.76       0.848
   32.48    18.14    -7.68       32.63    18.24    -7.66       0.188
   -9.57    20.46    15.62       -8.64    18.13    17.24       2.991
  -21.69   -10.75   -51.87      -21.86   -11.01   -51.29       0.656
  -19.50   -13.28   -51.55      -19.78   -13.27   -50.53       1.060
  -21.01   -16.13    -6.78      -21.04   -16.19    -6.58       0.209
    6.02   -15.51   -24.66        5.25   -15.10   -23.85       1.189
  -24.49     9.43   -36.16      -24.74    10.39   -36.40       1.018
   14.16    22.27    -1.75       12.68    24.08    -2.36       2.408
   17.97   -14.96    -0.86       17.80   -14.71    -1.10       0.389
   14.40     9.51    67.15       14.39     9.52    67.09       0.064
    2.29    -3.26   -26.42        2.10    -3.35   -26.27       0.268
   18.73    21.15    30.56       19.17    21.76    30.54       0.744
  -10.88    15.67    15.02       -9.52    15.25    17.11       2.521
   -4.84     8.92    48.58       -4.83     8.92    48.58       0.009
   -6.84     5.21    29.71       -6.82     5.22    29.70       0.024
   -0.26    20.42    30.65       -0.09    21.03    30.78       0.646
   36.81     0.47    -1.78       36.71     0.54    -1.80       0.123
   -2.51    -7.72   -31.22       -1.90    -7.54   -31.80       0.862
   -7.05     0.67    36.59       -5.49     0.86    36.62       1.568
  -39.56     1.15   -20.10      -40.14     1.65   -19.76       0.842
   25.34    17.84   -26.62       25.51    17.95   -26.84       0.301
  -30.71     8.76   -27.97      -31.30    10.03   -27.92       1.404
   22.85    20.46   -27.30       22.84    20.45   -27.28       0.019
   -4.20     4.98    -9.25       -5.02     6.83    -8.77       2.077
    0.61    -4.49    69.72        0.71    -4.32    67.18       2.543
  -41.65    -5.04   -43.36      -40.40    -5.39   -42.67       1.472
   18.87    19.79   -21.58       15.48    20.98   -21.16       3.615
   25.93     4.79    16.53       27.12     4.68    17.12       1.336
   25.72    -9.91   -17.37       25.68    -9.83   -17.34       0.099
  -22.28   -13.66    -6.00      -22.30   -13.69    -5.93       0.081
  -26.95   -35.34   -31.48      -26.38   -33.19   -31.52       2.229
   21.41    16.89    26.92       22.29    17.09    27.21       0.946
  -12.63   -32.06   -35.48      -13.35   -30.45   -35.28       1.773
    6.72    18.95    31.32        6.66    20.00    31.49       1.065
   35.80     3.78   -27.98       34.16     3.58   -26.67       2.099
   15.17    23.83    -0.10       13.77    25.54    -0.68       2.277
   -4.41    -2.14   -31.91       -4.47    -2.15   -31.87       0.070
   34.36    -0.83     0.50       34.92    -1.32     0.50       0.745
   12.25    -3.44    27.53       12.60    -4.85    27.78       1.476
   28.32    10.64   -28.89       28.32    11.16   -29.92       1.154
   -8.77    10.62    26.95      -10.42     9.10    27.50       2.312
   19.57     6.90    37.03       21.74     7.02    37.41       2.205
   32.86    -1.61     5.22       33.54    -2.24     5.45       0.954
    4.27     4.71    69.33        3.97     4.25    67.13       2.266
   -4.36    17.23    10.35       -3.02    17.25    12.31       2.379
   37.62    10.68    -8.89       37.68    10.70    -8.89       0.072
   22.97    19.60    19.76       23.29    19.80    19.90       0.400
    0.50    14.96    38.68       -0.51    17.20    39.84       2.716
  -32.81   -21.89    -9.10      -32.46   -21.62    -9.54       0.616
  -40.10   -15.68   -11.28      -39.34   -15.51   -11.78       0.930
  -42.47   -19.76   -18.78      -41.71   -19.50   -19.02       0.842
    9.86    -7.86   -22.60        9.97    -8.03   -23.03       0.468
   13.23    -7.23   -21.64       13.28    -7.78   -22.22       0.804
    5.53    14.45     3.65        4.58    15.45     2.61       1.728
    7.14    -0.14   -22.22        7.16    -0.02   -22.47       0.279
   24.51    -1.87    14.55       24.93    -2.56    14.88       0.881
   -7.16   -11.32   -42.49       -6.87   -11.30   -42.78       0.413
  -41.98     0.23   -35.37      -41.66     0.02   -35.26       0.408
  -16.94   -14.05   -50.48      -16.89   -14.11   -50.06       0.430
   18.34     5.82    45.14       20.46     5.58    45.53       2.178
   -6.77     4.01    26.07       -6.86     3.96    26.07       0.099
   23.41     6.34    22.16       24.95     6.18    22.71       1.645
  -20.84    -5.35    -7.59      -21.38    -4.99    -6.73       1.081
   28.45    19.48   -22.66       28.43    19.46   -22.64       0.037
   20.77    22.57   -21.50       20.17    25.00   -21.84       2.529
    1.81    11.94    69.18        2.36    11.29    66.92       2.413
   -5.76     2.42   -28.90       -5.28     3.08   -29.28       0.899
   -3.99    -9.12     9.27       -3.89    -8.70     9.12       0.450
  -43.24    -9.69   -43.12      -42.16    -9.95   -42.18       1.454
  -43.63   -22.00   -27.26      -42.23   -21.16   -27.24       1.635
   31.82     0.41    10.05       32.28     0.42    10.58       0.700
   34.60    15.70   -20.34       33.47    15.22   -20.09       1.253
    6.01   -17.89   -18.93        5.38   -17.01   -18.79       1.086
   37.36     0.11   -10.59       37.29     0.16   -10.59       0.089
   14.65     8.76    62.82       18.22     9.77    63.11       3.717
  -20.88   -31.13   -14.69      -20.99   -30.50   -15.59       1.107
   21.99    24.33   -10.94       22.28    25.65   -11.06       1.357
    9.11    19.65    32.60        8.79    20.51    32.73       0.931
    5.97    -4.22    38.23        6.19    -5.34    38.33       1.148
  -13.32    10.20   -32.93      -13.52     9.95   -32.86       0.329
   17.29    17.89    -8.42       14.77    17.25   -10.29       3.196
    8.96    -3.61    34.95        9.22    -4.99    35.01       1.411
    0.38    23.02    19.41        0.39    21.24    19.55       1.783
   -1.76     5.41    -5.81       -2.55     7.57    -5.96       2.307
  -33.83   -26.50   -42.90      -33.02   -25.28   -41.70       1.896
  -12.65   -16.09    -3.67      -12.56   -15.69    -4.29       0.744
  -41.39    -4.67   -43.36      -40.25    -4.99   -42.73       1.343
   21.18    21.21   -26.66       21.45    21.61   -27.02       0.595
   15.63   -10.77   -17.99       15.55   -11.59   -18.92       1.247
  -10.24   -13.43   -47.65      -10.61   -13.32   -47.35       0.486
  -24.88   -22.57    -7.32      -24.94   -22.38    -7.68       0.417
   15.06    17.98    48.64       16.61    18.54    48.98       1.684
   22.75    10.26   -26.20       21.58     9.70   -27.28       1.684
   -1.13   -24.72   -31.48       -2.08   -23.57   -31.21       1.509
    9.68    11.72    -3.45        7.55    13.42    -4.74       3.023
   22.49     4.77    24.56       24.22     4.56    25.08       1.822
  -11.56   -31.77   -21.99      -12.21   -30.45   -22.34       1.512
   -1.13    -4.93    68.90       -0.68    -3.99    67.15       2.030
   16.50     4.45    56.69       19.00     4.15    56.88       2.523
    1.55   -11.14     4.54        1.55   -11.00     4.51       0.145
    0.63    17.31     8.31        1.14    16.88     8.68       0.762
  -45.30   -17.26   -25.57      -44.37   -16.91   -25.70       1.005
  -36.26   -30.20   -34.50      -35.27   -28.59   -34.19       1.920
  -26.01   -12.74   -52.70      -25.46   -12.29   -51.16       1.694
  -24.64    12.02   -27.15      -25.00    12.97   -27.04       1.027
   34.38    14.14     0.41       35.04    14.72     0.37       0.875
    0.19    15.38     9.55       -0.12    15.28     9.33       0.394
   -8.26     1.07    61.65       -5.85     2.19    61.16       2.706
   15.33    22.80    -3.42       13.47    24.76    -3.50       2.704
   13.53    21.88    31.12       13.47    22.06    31.11       0.189
   29.15    14.78   -26.36       29.41    15.05   -26.57       0.424
   31.40    17.58    -3.94       31.62    17.76    -3.88       0.290
    3.73     6.68    70.98        5.66     7.61    67.54       4.048
    1.82    12.20     6.19        0.66    13.06     5.56       1.578
   10.35    16.72    -0.18        8.05    17.43    -1.10       2.573
   19.00    14.08    36.14       20.79    14.54    36.62       1.903
   19.13    12.84    36.09       21.08    13.23    36.52       2.035
   12.34    -4.37    24.39       12.63    -5.31    24.54       1.006
    1.73    13.55    54.20        0.83    14.94    54.21       1.650
   28.78    -6.47    -2.43       28.94    -6.67    -2.38       0.257
   18.75    13.35    37.37       20.63    13.83    37.87       2.008
   14.41    23.79    12.95       14.27    24.41    13.11       0.658
  -36.47   -27.94   -18.80      -35.81   -27.08   -19.15       1.141
    0.63    17.53     8.15        1.27    16.99     8.62       0.961
  -41.88   -20.66   -40.58      -40.26   -19.45   -39.82       2.158
    3.86    -4.14    47.00        3.75    -5.05    47.01       0.915
   17.92    22.22    29.21       17.91    22.45    29.22       0.227
   17.76     4.77    47.15       19.97     4.49    47.52       2.256
   -6.35    -1.97   -35.98       -5.82    -1.69   -36.17       0.629
    5.82    18.21    35.85        5.78    19.23    36.02       1.035
   35.03    -1.22   -29.23       33.27    -0.81   -27.68       2.381
    1.56   -19.65   -11.84        1.45   -19.03   -11.87       0.629
  -10.01   -26.46   -41.42      -10.77   -25.54   -40.65       1.421
    2.81    14.44     7.71        1.63    15.09     6.93       1.562
    1.28    21.64    13.04        1.57    20.41    13.25       1.279
   -8.61     4.62   -30.44       -8.17     5.10   -30.62       0.671
   14.52    22.24    28.97       14.52    22.33    28.98       0.091
   20.96    20.08   -27.59       21.35    20.67   -28.12       0.887
   32.31    10.04   -30.42       31.67    10.05   -29.49       1.128
  -16.17   -18.47   -50.07      -16.46   -18.07   -48.72       1.437
  -38.39   -18.33    -9.99      -37.51   -17.85   -10.43       1.102
   17.97    16.62    39.25       19.44    16.82    39.54       1.515
   13.25    18.50    -4.30       11.29    19.01    -6.67       3.119
