400 PA5-E-OurOutput-Iter=1.txt 6
-0.833812   0.392431   -36.233714   55.375726   13.115682   -28.240562
  -18.46     5.84   -44.53      -18.33     4.31   -42.79       2.319
  -42.18   -19.27   -21.10      -41.28   -18.92   -21.34       0.996
   -3.12    -5.64   -27.76       -1.09    -4.91   -29.46       2.746
  -40.13     1.81   -19.92      -39.51     1.24   -20.11       0.862
   -1.38    20.04    29.01       -0.69    23.39    29.89       3.535
  -29.25   -15.10   -49.49      -29.21   -15.05   -47.15       2.340
   25.25    17.81    -1.03       28.67    22.02    -1.17       5.427
   -2.49   -11.85    14.87       -1.92   -10.49    14.61       1.492
  -16.10   -29.80   -27.50      -15.43   -32.01   -27.40       2.308
   33.04    12.12     7.75       34.95    13.78     8.99       2.824
  -41.05   -21.53   -28.58      -40.52   -21.19   -28.50       0.636
  -19.12     8.86     9.54      -12.36     5.51    11.13       7.710
  -11.74    19.18    36.99      -11.23    18.97    36.45       0.780
   -9.33    10.90    -1.59       -7.71     8.61    -1.27       2.825
   22.99    -2.44    26.95       23.42    -3.00    27.14       0.732
   21.36    19.86    -7.56       23.14    24.90    -7.77       5.352
   35.90     3.59   -14.27       37.03     3.71   -14.75       1.226
   -9.82     2.67    52.84       -6.82     2.93    52.65       3.014
  -38.69   -25.30   -23.83      -38.04   -24.70   -23.86       0.885
   25.93    -7.91   -28.75       25.64    -6.36   -25.42       3.682
  -23.70    10.85    43.56      -14.10    16.48    34.34      14.448
   -6.66   -13.85   -44.39       -7.11   -13.65   -43.89       0.701
    3.85   -10.04   -25.07        3.88   -10.05   -25.10       0.040
   12.94   -20.53   -20.93       11.11   -14.18   -16.85       7.772
  -21.80   -30.34   -36.94      -21.80   -30.33   -36.93       0.017
   37.87     2.28    -6.48       39.46     1.18    -6.46       1.931
   25.63    15.36     6.32       30.26    20.22     6.86       6.730
   -7.57     2.56   -25.99       -5.92     4.99   -27.28       3.205
   10.58    -9.12    22.31       10.39    -7.32    22.10       1.812
  -26.43     3.36    17.11      -12.05     4.55    14.53      14.658
    3.11    -7.80    24.84        3.22    -8.35    24.95       0.573
    6.04     7.21   -30.69        0.12     2.12   -24.24      10.119
   -3.91    -6.31   -29.04       -1.73    -5.45   -30.47       2.733
   -9.03     1.14    50.39       -6.51     1.68    50.57       2.584
  -40.57     5.13   -28.16      -38.65     3.54   -27.81       2.516
   27.50     8.34    12.26       32.37     8.80    14.65       5.451
   36.32    -5.02     3.66       35.31    -4.15     3.79       1.339
   19.14    17.31   -22.77       22.38    20.68   -26.46       5.963
  -18.68     8.77    14.96      -11.84    10.16    15.96       7.048
   -6.50   -11.46     9.17       -5.98   -10.04     8.79       1.556
   19.62    -6.56    26.76       19.30    -5.35    26.62       1.259
   30.03    12.43     9.22       32.53    14.16    11.95       4.093
    3.28    19.16     9.60        1.71    21.69     8.19       3.299
   11.56    -3.40    58.53       12.32    -6.10    58.31       2.812
  -28.43    11.88    33.14      -16.12    14.23    29.55      13.037
   -5.00    24.05    55.96       -0.05    17.66    54.65       8.186
  -18.23     6.41    -2.93      -15.40     3.05    -3.19       4.398
   21.82   -17.80    -5.94       20.95   -16.23    -6.59       1.914
   34.34    -4.06   -22.26       33.78    -3.95   -22.03       0.611
   29.65   -11.04   -22.15       28.76    -9.69   -21.18       1.885
  -41.41   -19.95   -18.55      -40.48   -19.58   -18.98       1.091
    8.24    21.71     1.90        6.71    23.62     1.36       2.503
   21.55    19.73    -9.39       23.32    24.76    -9.60       5.337
    9.88    20.54     4.70        6.82    24.35     3.59       5.010
   29.46   -11.77   -13.81       29.15   -11.41   -13.91       0.491
   -4.60    -4.68    40.03       -3.99    -4.21    39.85       0.795
   25.91    17.29    -7.21       29.29    21.51    -6.97       5.422
  -26.31   -19.34    -8.44      -26.52   -19.28    -7.02       1.428
  -26.76   -31.75   -27.38      -26.84   -32.11   -27.41       0.366
   29.20     9.54   -14.06       35.32    11.58   -15.43       6.598
   15.09    -7.95   -21.58       15.07    -8.05   -21.92       0.353
  -15.22     7.12   -19.68      -15.38     9.29   -18.58       2.440
   -6.69    23.56    54.02       -1.52    16.93    52.64       8.521
  -13.58     9.33     3.62      -11.11     6.54     4.05       3.756
   12.17    17.49   -27.75       12.14    17.48   -27.76       0.037
   23.45   -13.48    -0.78       22.68   -11.99    -1.79       1.958
  -35.53     5.05   -40.96      -33.85     2.74   -39.23       3.338
   -6.09    22.42    46.81       -3.53    17.83    45.05       5.544
   10.21    22.93    32.89       10.25    22.29    32.86       0.643
   15.12    -4.64    42.39       15.41    -5.50    42.44       0.913
   18.68     4.90    46.64       22.59     4.13    47.13       4.015
    4.99     7.44    -9.71        4.92    10.49   -11.60       3.582
   16.04    18.81    14.82       17.65    24.08    15.88       5.605
   18.62    -2.89    37.43       19.34    -3.84    37.69       1.218
  -14.98    10.58    54.70       -6.57     8.69    54.76       8.617
  -11.71     2.03    41.38       -6.66     2.80    41.40       5.105
  -31.73   -25.67   -17.13      -32.40   -26.81   -16.06       1.699
   -6.20    -7.56   -39.28       -4.23    -7.10   -40.89       2.586
  -34.26   -28.19   -32.60      -34.01   -27.81   -32.45       0.482
  -13.56     7.83    -4.28      -12.38     5.68    -4.15       2.463
   -8.90   -23.99   -38.68       -8.55   -24.39   -39.02       0.629
   -6.03    12.53    59.18       -5.30    12.03    59.08       0.898
   34.26    10.75     4.40       37.50    12.38     4.42       3.632
   18.23    13.29    55.02       19.78    14.48    55.09       1.962
   18.46     8.55    51.75       22.26     8.73    52.23       3.837
  -10.36    -3.38    35.55       -6.18    -2.55    35.02       4.290
   24.13    11.24    14.97       28.53    14.29    17.70       6.013
  -19.99   -13.83   -50.41      -20.13   -13.43   -49.12       1.359
  -27.95   -31.16   -29.95      -28.08   -31.46   -30.01       0.327
  -31.28   -23.71   -44.16      -30.42   -22.90   -43.11       1.580
   27.54     8.65   -20.31       33.26    10.29   -23.00       6.534
    3.47    -7.53    25.41        3.60    -8.17    25.53       0.658
   -2.03   -10.87   -37.02       -1.84   -10.85   -37.10       0.209
    7.12    21.28    -9.77        8.99    20.59    -8.58       2.322
  -32.99   -29.16   -27.86      -32.93   -29.07   -27.85       0.112
    9.06    20.16     7.33        5.92    24.52     6.32       5.459
  -14.36    10.43    54.98       -6.56     8.75    54.95       7.979
   28.16     2.10    17.09       30.10     1.40    18.50       2.499
  -21.68     4.76   -12.03      -21.14     3.84   -12.75       1.284
    2.43     0.35    60.53        2.60     0.16    63.40       2.884
  -40.54   -20.91   -38.34      -38.32   -19.72   -37.16       2.782
  -29.41   -30.46   -31.82      -29.43   -30.52   -31.83       0.068
  -23.94     4.65     6.49      -15.52     0.35     3.12      10.030
  -25.03     1.24    22.12      -11.42     4.54    18.04      14.585
   22.53    19.05    -9.21       24.80    24.15    -9.48       5.587
   30.37     7.32   -16.88       35.60     7.95   -18.80       5.609
   -0.87    19.67    -0.80        2.65    17.29     0.63       4.484
    4.90   -15.43   -25.53        3.07   -14.79   -24.46       2.218
   31.00    -9.27   -21.52       30.56    -8.61   -21.04       0.924
  -23.64     6.36    13.88      -12.31     4.70    12.40      11.548
   -5.26   -13.71    -2.11       -5.22   -14.30    -1.74       0.693
  -12.27     5.61   -21.78      -10.87     9.54   -21.16       4.221
   14.56    10.03   -35.70       17.65    12.56   -29.95       7.000
  -23.32     6.78   -15.17      -23.33     6.58   -15.35       0.271
  -15.97     5.59    42.89       -6.96     5.77    42.67       9.010
    2.38    -8.52    22.59        2.48    -8.89    22.66       0.392
   18.55    -5.60   -26.64       19.92    -5.80   -23.92       3.053
  -30.84    -2.49   -48.97      -29.48    -3.82   -46.29       3.284
  -27.43   -30.67   -33.98      -27.43   -30.66   -33.97       0.008
   31.71    12.76     8.76       33.75    14.40    10.01       2.896
    2.27    -7.46   -25.72        2.57    -7.41   -26.08       0.471
   -4.55   -13.45   -41.56       -4.67   -13.44   -41.46       0.156
   23.64    12.16    15.15       28.34    14.76    17.49       5.861
  -19.50     8.37    17.07      -14.05    12.56    19.97       7.465
  -10.76   -26.50   -24.37       -9.10   -29.00   -24.06       3.018
  -22.34   -10.11    -3.98      -22.15   -10.03    -4.30       0.379
  -30.16   -12.62   -49.95      -29.21   -12.54   -47.48       2.645
    9.29    -4.97    55.17        9.66    -6.91    55.14       1.973
   -4.87    13.08    -8.57       -3.63     9.61    -7.56       3.818
  -31.59    -4.68   -11.39      -32.05    -3.97    -9.75       1.843
  -14.07     1.44    35.22       -7.03     1.95    34.44       7.105
   -5.71   -22.60   -39.91       -6.51   -21.97   -39.24       1.217
   -3.54    23.47    49.72       -0.83    18.23    48.64       6.003
  -14.23   -25.60   -16.76      -13.30   -27.73   -15.51       2.640
  -27.28     2.92    19.35      -14.57    12.18    21.48      15.876
   16.16    -2.55    47.37       17.31    -3.86    47.43       1.744
  -33.80   -22.06   -45.64      -32.16   -20.53   -43.48       3.113
   -0.40    -4.28    58.98       -1.05    -5.94    58.78       1.790
  -41.69     2.85   -24.86      -40.11     1.77   -24.87       1.916
  -39.77   -20.58   -17.84      -39.55   -20.45   -17.96       0.281
  -16.40   -26.03   -14.43      -15.79   -27.48   -13.49       1.836
    3.22    -0.22    60.40        3.23    -0.27    63.35       2.945
   23.92   -14.88   -20.73       23.14   -13.17   -19.72       2.140
    6.45    -4.25    59.15        6.66    -7.33    59.07       3.092
  -22.50    -0.50    16.77      -11.86     1.46    14.07      11.145
   12.84    24.10    56.74       12.45    20.65    56.39       3.487
   20.79   -10.59    10.81       20.14    -8.12    10.19       2.622
  -12.68    19.01    49.33       -5.45    14.13    47.19       8.984
  -16.56    15.83    46.14       -6.98    13.86    42.93      10.289
  -14.79   -27.71   -37.11      -14.51   -28.71   -37.68       1.183
  -22.50    -0.54    12.69      -13.34     0.38     9.00       9.918
   -2.33    14.65   -13.31       -0.94     9.39   -12.17       5.559
   28.98    10.01   -13.81       35.26    11.68   -15.56       6.729
    4.51   -12.93   -25.51        3.62   -12.75   -24.73       1.197
  -11.03   -13.72   -47.89      -11.31   -13.62   -46.92       1.008
    4.17     8.91   -24.15        2.00     4.72   -20.32       6.073
  -18.18     9.05     6.09      -12.55     5.00     5.42       6.970
  -26.85   -31.65   -29.84      -26.92   -31.95   -29.86       0.306
   -9.47   -22.24   -12.26       -9.37   -22.93   -11.70       0.896
    7.95    -6.55    40.80        7.96    -6.68    40.80       0.126
  -28.80    11.61    31.10      -16.12    14.23    29.55      13.046
  -10.49    -9.68     7.79       -9.51    -8.54     7.15       1.633
  -16.92   -24.85   -14.46      -16.19   -27.21   -12.87       2.938
   26.91     7.12    15.86       30.75     7.55    17.97       4.399
  -15.05     9.22     9.13      -11.14     7.16     9.41       4.430
  -24.71   -12.51   -52.07      -23.89   -11.29   -49.22       3.209
  -26.54    12.50    30.63      -16.12    14.23    29.55      10.617
   11.60   -18.92   -20.54       10.25   -14.02   -17.48       5.934
    3.22    11.29   -24.34       -0.66     5.86   -21.06       7.439
  -34.84   -27.97   -32.80      -34.38   -27.46   -32.57       0.722
  -24.75    -0.08    -1.33      -20.28    -2.96    -4.27       6.075
  -13.86     9.35     7.63      -10.74     7.71     7.85       3.530
    5.40   -18.81   -21.78        3.56   -16.81   -20.92       2.848
   32.01     9.52    -9.63       36.57    11.17   -11.41       5.171
   -9.88     4.51   -18.12       -9.90     8.25   -17.56       3.789
   11.06    21.57    13.01       10.75    25.06    13.92       3.613
   -5.06    -2.48   -27.98       -2.91    -1.33   -29.38       2.809
   27.10   -13.43   -19.71       26.70   -12.44   -19.24       1.161
   -3.57    16.97    -2.66       -1.18    13.04    -1.05       4.869
   24.68    17.95    -1.26       28.41    22.22    -1.51       5.673
  -19.79   -29.35   -20.47      -19.39   -31.91   -20.18       2.608
  -31.30     7.01   -13.83      -30.59     6.06   -14.83       1.549
  -30.00   -17.38   -48.53      -29.93   -16.62   -46.99       1.715
  -23.75     3.73   -12.48      -23.57     3.42   -13.36       0.946
    1.28   -20.03   -28.51       -0.12   -19.49   -28.35       1.508
    0.12    -5.03    47.18       -0.36    -6.11    47.22       1.183
    4.53    -2.48   -19.87        5.31    -1.23   -22.63       3.130
   -3.92   -15.83   -40.14       -3.84   -15.83   -40.22       0.113
  -36.12     2.59   -13.27      -35.34     2.07   -14.11       1.255
  -24.48     1.35     1.07      -17.66    -0.88    -1.14       7.503
  -20.31    11.34    46.94       -6.72     9.94    45.22      13.765
  -29.82     8.20   -13.71      -29.66     6.66   -15.32       2.229
   19.54    13.87    41.38       21.62    15.08    41.86       2.456
   -4.65   -12.37     8.33       -4.23   -10.73     7.89       1.748
   -4.28    -2.91   -27.53       -2.28    -1.85   -28.83       2.612
   -5.18    -7.82   -38.02       -2.72    -7.01   -38.55       2.637
  -42.70    -0.62   -30.90      -41.62    -1.18   -30.54       1.270
   -7.65   -12.87    -0.42       -7.70   -13.14    -0.24       0.327
  -10.32   -23.11   -14.18       -9.53   -24.30   -13.00       1.848
  -15.91     8.21    47.45       -6.95     6.57    47.90       9.128
    8.62   -17.30   -22.14        6.03   -14.63   -20.43       4.102
  -26.49     1.09   -48.50      -25.49    -0.34   -46.26       2.844
    9.87    -3.79    58.94       10.66    -6.60    58.71       2.928
  -40.46     5.03   -32.27      -38.39     3.01   -31.38       3.022
   19.23     2.12    41.93       22.28     0.42    42.12       3.496
   -7.52   -15.06   -45.02       -8.12   -14.78   -44.33       0.960
   11.24   -21.31   -17.93        8.30   -15.36   -16.30       6.833
   30.18    13.46    -7.24       33.94    16.60    -7.06       4.902
   28.91     1.20    16.50       30.46     0.64    17.63       1.998
  -36.43     4.46   -41.07      -34.68     2.07   -39.30       3.442
  -17.84     4.96    40.47       -7.31     6.51    39.77      10.666
  -33.15     8.53   -35.89      -32.18     6.70   -35.08       2.219
  -21.65   -31.90   -31.32      -21.66   -32.46   -31.47       0.582
   -0.77     8.59    -9.58       -1.15     9.81    -9.83       1.303
   19.11    13.05    49.96       20.81    14.15    50.19       2.044
  -10.13   -23.34   -14.17       -9.44   -24.38   -13.14       1.613
  -11.29   -24.56   -40.45      -11.09   -24.90   -40.79       0.524
    9.26     1.60    59.74        9.25     1.89    63.13       3.403
  -32.86   -27.39   -39.09      -31.97   -26.21   -38.19       1.737
   26.71   -13.92   -20.96       26.11   -12.28   -19.74       2.127
   -8.07    15.95    19.18      -11.23    15.88    16.11       4.400
   21.31    -9.89   -25.76       22.17    -8.55   -24.12       2.287
  -23.30     9.80   -17.19      -23.32     9.26   -17.94       0.926
   26.54   -13.75   -15.46       26.32   -13.43   -15.39       0.393
  -34.32   -20.51   -46.00      -32.70   -19.51   -43.79       2.911
  -10.37    -1.24   -43.99      -10.49    -1.33   -43.82       0.224
   31.26   -10.40   -15.44       30.80   -10.05   -15.48       0.571
   -1.90    -5.06   -26.95       -0.38    -4.15   -27.94       2.025
   30.17    -9.52   -23.18       29.44    -8.39   -22.38       1.569
   19.18     5.43    44.40       23.04     4.65    45.11       4.005
   -7.58     0.00    50.96       -6.10     0.50    50.98       1.558
    6.06    -7.86    26.23        6.02    -7.60    26.18       0.260
   30.87    10.23   -10.75       36.47    11.22   -11.64       5.749
  -32.30    10.24   -22.11      -31.54     9.11   -22.44       1.405
  -19.38    12.41    33.43      -15.25    13.95    30.70       5.186
  -27.90   -29.33   -20.56      -28.40   -30.73   -20.38       1.492
   -5.91    16.31    58.41       -3.73    14.29    58.15       2.986
  -21.40   -25.52   -13.69      -21.55   -27.47   -12.01       2.577
    0.26   -13.18     5.27        0.33   -12.10     5.03       1.114
  -31.85   -23.51   -44.59      -30.75   -22.48   -43.17       2.078
    6.72   -14.86     3.09        7.01   -13.49     2.56       1.499
  -14.05   -26.15   -19.70      -12.81   -29.00   -18.03       3.522
   15.63   -14.82     7.10       15.02   -11.96     4.99       3.607
  -26.24   -31.49   -26.65      -26.40   -32.24   -26.70       0.769
   -7.97    -6.03   -41.87       -6.88    -5.26   -43.15       1.847
  -21.47     8.62    46.30       -6.99     7.66    44.99      14.575
    0.61    23.87    57.14        2.32    18.45    56.81       5.687
  -43.36   -17.14   -19.79      -41.88   -16.56   -20.20       1.640
   18.49     6.51   -34.64       21.18     6.58   -29.27       6.007
   35.83     5.42   -12.26       37.44     5.95   -13.03       1.861
  -40.27   -10.31   -43.09      -38.50   -10.16   -41.50       2.391
  -24.15   -31.53   -26.08      -24.39   -32.69   -26.15       1.178
  -24.56   -12.09   -52.22      -23.86   -10.88   -49.40       3.145
    8.83     1.09   -20.56        8.81     1.04   -20.48       0.093
   -8.03    17.14    58.45       -3.95    14.03    57.96       5.150
  -39.74   -22.66   -19.21      -39.10   -22.12   -19.43       0.871
    0.83    23.12    42.78        1.02    20.27    42.28       2.894
    2.43   -20.37   -15.24        2.01   -18.71   -15.23       1.714
  -27.68    -3.70    -9.73      -27.70    -3.79    -9.88       0.175
    1.36    -5.76    40.93        1.30    -6.85    40.94       1.087
  -36.20    -8.14   -48.41      -33.97    -9.01   -45.81       3.535
   -7.67   -10.29    12.80       -6.47    -8.77    12.48       1.957
  -42.34   -18.74   -19.09      -41.03   -18.30   -19.39       1.414
   32.54    12.64     2.79       35.84    14.91     2.60       4.001
   23.89   -12.04     1.70       23.27   -10.39     1.01       1.899
    0.64    18.73   -11.41        6.24    14.67    -7.72       7.834
  -12.50   -27.87   -24.07      -11.37   -30.17   -23.79       2.575
   16.03    -0.74   -30.22       21.18     1.21   -26.25       6.786
   -2.62    13.85    58.66       -3.31    14.61    58.72       1.028
    1.09   -12.38    11.54        1.29   -11.19    11.15       1.262
   14.05    -4.88   -21.80       14.01    -4.85   -22.19       0.399
  -15.75    13.30    56.65       -6.28     9.84    56.97      10.081
    7.01    21.97    27.23        6.99    23.04    27.37       1.082
    8.17     5.59   -16.11        8.26     5.86   -16.37       0.381
   -3.82    18.96    26.30       -2.62    24.28    26.24       5.456
   -9.62    -2.39    44.23       -5.64    -0.97    44.25       4.226
   -8.26     3.17   -23.54       -5.83     6.09   -24.95       4.053
   15.63    20.94   -10.34       13.57    24.28   -11.51       4.096
   37.03     0.00    -2.63       37.93    -0.58    -2.57       1.076
  -24.42   -29.77   -38.37      -24.39   -29.27   -37.97       0.649
  -16.07    14.40    57.37       -6.18    10.20    57.93      10.756
   12.08    -7.06   -21.16       12.02    -7.17   -21.77       0.618
  -18.34    14.21    46.99       -6.96    13.74    43.06      12.049
    2.01   -13.48   -28.40        1.15   -13.34   -28.02       0.943
   -1.95    -2.02    60.08       -3.88    -3.63    59.91       2.514
    7.81    -4.48    58.35        7.99    -7.23    58.34       2.757
   16.76    19.66    48.04       16.56    19.45    48.01       0.295
   31.22    -9.63   -10.71       30.73    -9.12   -10.91       0.738
   16.94    18.90    10.54       18.64    24.63    11.85       6.121
   14.88   -16.61   -21.38       15.41   -13.16   -17.82       4.984
    0.11    23.69    57.41        2.05    18.36    56.73       5.706
  -10.20    -8.25    15.57       -8.20    -6.54    15.10       2.669
   16.32   -17.56     2.85       14.76   -14.21     0.94       4.162
   -1.23    20.75    35.14       -1.14    21.82    35.38       1.103
    3.00    -5.96    38.53        2.94    -6.96    38.54       1.008
  -23.04     6.48     8.06      -13.19     3.12     7.62      10.412
  -32.80   -17.03   -10.22      -33.31   -17.50    -8.99       1.400
   18.11    17.57    12.66       19.94    23.79    13.97       6.606
  -25.51    -4.08   -50.98      -26.17    -4.94   -47.90       3.270
   -4.00    23.44    51.04       -0.50    18.34    48.90       6.545
    8.49    24.12    57.49        9.27    20.75    57.44       3.450
  -16.24    12.00    50.94       -6.40     9.45    50.71      10.158
  -18.05   -14.76   -49.90      -18.19   -14.38   -48.62       1.338
   23.12   -15.63   -21.13       22.16   -13.52   -19.88       2.634
   15.75   -19.91   -21.79       17.24   -14.31   -17.00       7.516
    0.82    -6.73    28.91        1.03    -7.83    29.16       1.149
   18.33     2.80    46.57       21.78     1.27    47.01       3.794
   31.25    11.08    -8.74       36.17    13.26   -10.29       5.596
   -6.94    -0.21    55.24       -6.00     0.12    55.24       1.002
  -41.90   -14.07   -17.87      -41.85   -14.06   -17.90       0.057
  -35.52     2.33   -43.06      -34.06     0.73   -41.21       2.851
  -15.47   -24.80   -15.17      -14.52   -27.09   -13.70       2.881
   33.09    12.05     7.64       35.04    13.75     8.90       2.873
   19.25   -17.78    -1.47       18.05   -15.45    -3.20       3.139
  -39.49   -22.02   -18.24      -39.04   -21.66   -18.45       0.611
    2.70    -5.48    46.80        2.53    -6.84    46.74       1.378
  -31.53   -26.77   -41.72      -30.52   -25.44   -40.44       2.103
   25.52     6.44    21.10       28.77     6.90    22.39       3.527
    5.38    21.85    26.18        5.35    23.14    26.35       1.307
    1.99   -12.16    13.73        1.91   -10.86    13.59       1.308
  -24.49    11.68   -32.25      -24.28    11.03   -32.06       0.709
   -9.40    -1.73   -43.77       -9.63    -1.86   -43.52       0.362
   -6.05   -20.20   -10.80       -5.95   -20.34   -10.58       0.285
   27.90    -6.45     9.79       27.99    -6.89     9.91       0.467
   -4.20    -6.78   -34.52       -2.76    -6.25   -34.23       1.565
   32.69    -6.74   -19.64       32.66    -6.72   -19.63       0.038
   28.37    -9.62     1.24       28.34    -9.54     1.21       0.095
   37.11    -0.53   -15.51       37.06    -0.52   -15.50       0.053
