400 PA5-H-OurOutput-Iter=3.txt 6
-28.005347   70.003251   -41.507507   60.756180   39.984061   -76.547605
  -15.38     4.15   -50.93      -15.17     2.24   -48.58       3.037
   19.45   -12.60     6.36       19.07   -11.80     6.04       0.944
    2.70   -16.11    -6.99        2.81   -16.56    -6.64       0.589
  -32.52    11.80   -28.06      -31.88    10.72   -28.14       1.257
   14.28    14.75   -29.95       14.36    14.81   -29.76       0.217
    8.62    -3.41    36.63        8.59    -5.18    36.75       1.776
   -3.54    -3.83   -36.70       -3.25    -3.76   -36.72       0.304
   -3.75   -25.45   -19.14       -3.88   -24.74   -19.21       0.726
  -37.59   -16.99   -43.42      -37.01   -16.62   -42.96       0.824
  -30.58    -8.54    -9.10      -30.89    -8.26    -8.39       0.824
  -28.34   -22.46   -46.29      -28.19   -22.01   -45.83       0.653
    0.01    20.31    36.47        0.01    20.16    36.46       0.145
   25.71    11.21    29.56       25.25    11.01    29.46       0.516
    0.59    -6.66   -33.10       -0.47    -7.03   -32.32       1.362
  -20.26    -1.04    -5.74      -20.06    -1.15    -5.88       0.270
   31.43    -7.04    -4.93       31.75    -7.22    -4.95       0.361
   -2.21     0.33    42.01       -3.47    -0.06    42.14       1.328
  -21.81    12.75    27.03      -19.78    13.00    27.07       2.046
  -36.67     5.66   -39.99      -35.56     4.77   -39.52       1.499
  -19.60    14.23   -35.50      -19.79    13.22   -35.33       1.043
  -11.50   -23.06   -13.68      -11.24   -23.57   -12.94       0.930
  -17.02    11.57   -16.34      -16.99    10.43   -17.02       1.330
   -9.44     2.31    25.61       -9.02     2.73    25.44       0.620
  -33.48   -23.71   -42.65      -33.09   -23.15   -42.07       0.890
    4.69    20.29    -4.89        5.87    19.68    -4.10       1.543
  -18.17   -28.73   -39.99      -18.18   -28.72   -39.99       0.009
   -1.78    -1.15    36.19       -2.85    -2.42    36.29       1.665
  -31.42   -14.00   -50.70      -31.25   -13.15   -49.35       1.605
   35.76    -1.85     4.30       36.49    -2.21     4.44       0.826
  -17.52   -30.52   -35.06      -17.44   -30.91   -35.15       0.402
   -0.06    20.45    39.05       -0.05    20.15    39.05       0.301
    7.95    10.31    61.45        8.82    10.14    63.31       2.060
   18.53    -4.27    40.13       18.48    -4.17    40.13       0.108
    0.85     1.12    50.19       -1.25    -1.11    50.79       3.120
  -14.53    10.68    44.29      -13.41    11.93    40.96       3.735
   -6.01     8.42    49.83       -6.76     8.40    49.82       0.748
  -33.93     4.10   -45.33      -33.18     2.91   -43.88       2.018
   -6.56    10.29    54.95       -6.53    10.28    54.95       0.029
   17.65    24.18    50.34       16.10    22.63    49.99       2.215
   32.61    -0.09   -23.16       32.97     0.03   -23.34       0.419
   23.08    17.56   -22.16       23.83    18.49   -22.90       1.411
  -32.10     8.10   -15.24      -31.68     7.32   -15.59       0.951
   22.51   -15.25    -6.66       22.65   -15.37    -6.62       0.187
   14.25     1.12    61.16       14.43     1.07    62.80       1.650
   14.10    -5.67    25.93       14.16    -6.32    26.01       0.649
   14.59   -13.07     5.05       14.60   -13.14     5.08       0.079
    1.06     1.82    60.48        1.22     1.84    62.80       2.320
  -26.56     1.94   -51.27      -25.63     0.81   -49.32       2.436
  -12.60    -0.88    12.38      -12.00    -0.48    12.15       0.761
  -40.93    -9.92   -19.94      -41.50    -9.94   -19.78       0.593
    8.30    13.89    61.58        8.37    14.13    62.04       0.518
  -24.63     1.65   -11.60      -24.52     1.56   -11.76       0.206
  -30.73    -5.68    -9.83      -31.07    -5.59    -9.29       0.643
    5.44    21.89    42.49        5.68    20.96    42.46       0.958
  -12.58    -3.70     5.68      -12.74    -3.86     5.79       0.255
   -9.21    15.34    46.61       -7.59    14.83    45.87       1.859
    1.81    20.96    41.56        1.90    20.34    41.53       0.629
  -34.65   -26.20   -34.81      -34.65   -26.19   -34.81       0.002
   -7.51   -15.25    -5.72       -7.60   -15.80    -5.23       0.736
  -25.13   -22.35   -13.25      -25.72   -23.27   -11.54       2.025
   27.15    -1.02    23.06       26.77    -0.89    22.98       0.404
    4.40    18.82    -6.88        6.45    18.55    -5.93       2.270
   -8.49    12.44    15.32       -9.00    13.34    15.01       1.078
  -26.04   -19.84    -9.96      -26.35   -20.40    -8.75       1.366
    3.38    -6.70    24.90        3.19    -7.83    25.19       1.179
  -15.79   -14.98    -6.39      -15.73   -15.15    -5.67       0.741
   24.16    -5.37    14.73       24.21    -5.46    14.75       0.101
  -13.40     9.34   -43.16      -13.76     9.01   -42.87       0.569
   -6.43    10.05    51.20       -6.70    10.08    51.23       0.271
   20.02    19.62    34.61       19.56    19.29    34.55       0.570
   28.24    13.53   -17.65       29.80    14.48   -18.63       2.075
  -41.14    -2.72   -26.43      -42.23    -2.33   -26.44       1.162
  -41.50    -1.09   -25.40      -41.43    -1.11   -25.41       0.076
   -6.96     8.03   -12.73       -6.96     8.10   -12.72       0.069
  -18.59   -19.15   -50.73      -18.81   -18.64   -49.54       1.321
   32.68    15.27     3.91       33.07    15.66     3.97       0.556
  -40.29   -15.94   -20.08      -40.70   -16.11   -19.88       0.489
   23.84    10.87    49.44       22.87    10.69    49.28       1.004
   35.14    -1.75    -6.09       35.22    -1.81    -6.09       0.100
  -21.46    13.68   -20.64      -21.51    13.19   -20.65       0.491
   22.24     3.70    58.99       21.48     3.82    58.93       0.764
   24.87    -6.12   -23.03       24.93    -6.26   -23.43       0.424
  -26.96   -30.17   -27.83      -27.15   -30.97   -27.89       0.826
  -37.58     5.84   -37.97      -36.36     4.84   -37.46       1.652
   20.02    -3.97    38.93       19.83    -3.55    38.86       0.463
    2.80    -4.00   -25.04        2.81    -4.00   -25.04       0.007
   20.39    -4.35    34.62       20.29    -4.12    34.57       0.255
    4.56    19.79    19.57        4.20    21.33    19.74       1.587
  -19.51     7.90   -46.35      -18.90     6.69   -44.61       2.207
   19.59    -3.04    47.38       19.24    -2.72    47.25       0.488
   22.75     0.60   -27.17       23.26     1.05   -26.69       0.825
    9.77    -3.74    54.29        9.77    -5.48    54.30       1.737
   28.41     3.36    22.31       28.17     3.33    22.21       0.265
   18.18    21.57    33.20       18.03    21.41    33.21       0.225
   13.06   -15.53    -6.24       12.59   -16.77    -5.90       1.371
   21.60   -15.89   -15.33       21.58   -15.87   -15.32       0.032
    6.80   -20.32   -16.22        5.79   -19.25   -16.30       1.471
  -39.13   -10.33   -42.72      -38.77   -10.29   -42.54       0.404
   -7.64     0.05    23.05       -7.61     0.07    23.04       0.038
   33.48     9.00     6.26       34.76     9.48     7.08       1.598
  -32.67   -23.08   -43.67      -32.32   -22.58   -43.16       0.792
    9.66    -3.98    51.95        9.66    -5.49    51.96       1.508
   16.52    12.14    59.76       16.62    12.24    61.81       2.049
   22.25    16.45    25.91       22.59    16.66    25.97       0.400
  -12.27     0.82    16.91      -11.68     1.53    16.58       0.977
  -11.53   -28.45   -27.24      -11.15   -29.53   -27.07       1.157
  -28.68   -29.28   -35.17      -28.81   -29.56   -35.30       0.333
  -36.78   -16.11   -16.49      -37.71   -16.63   -15.60       1.397
   17.15    23.78    36.36       16.68    22.96    36.43       0.957
  -39.02    -8.90   -38.76      -39.10    -8.89   -38.77       0.086
    4.23    18.35    -7.03        6.47    18.37    -5.99       2.475
   -8.22    -6.82     4.98       -8.67    -7.56     5.57       1.046
   33.83    -2.34    -9.59       34.56    -2.78    -9.49       0.866
   22.34     3.09   -28.74       22.76     3.47   -28.16       0.811
  -33.32   -24.16   -18.71      -33.93   -24.78   -18.24       0.996
   -6.03     8.43    -3.52       -6.03     8.42    -3.52       0.004
   28.84     0.25   -26.83       28.86     0.20   -26.93       0.116
   15.08    22.09   -19.58       14.72    23.23   -19.75       1.214
  -10.13     7.39    -6.75       -9.94     6.88    -6.80       0.541
  -13.44   -25.22   -14.95      -13.10   -25.98   -14.68       0.871
  -14.58    -6.82    -0.81      -14.94    -7.07    -0.41       0.591
   37.86     3.52    -6.55       38.67     2.30    -6.09       1.534
    3.79    -0.98   -22.90        3.77    -1.02   -22.83       0.082
   31.30     8.86   -21.39       32.21     9.13   -21.89       1.071
   -7.12    12.61    13.20       -7.59    13.42    12.92       0.977
   11.58   -10.85    13.09       11.56   -10.71    13.06       0.143
   -0.35   -16.63    -6.90       -0.29   -17.10    -6.53       0.604
  -10.03     3.91    30.72       -9.52     4.89    30.41       1.153
  -34.32    -9.10   -51.35      -33.26    -9.14   -49.49       2.131
   26.36    10.44    26.59       26.07    10.34    26.55       0.307
  -38.63     0.74   -19.56      -39.00     1.05   -19.28       0.551
   -7.50   -23.59   -39.06       -7.38   -23.71   -39.14       0.190
    6.95    -6.25   -23.10        6.87    -6.29   -22.93       0.188
   -1.07    12.17     1.13       -1.21    12.41     1.03       0.304
  -27.91   -20.15   -48.50      -27.70   -19.78   -47.84       0.785
   19.37     2.47   -25.51       20.17     3.00   -25.07       1.057
   -4.89    12.00     9.38       -5.35    13.22     8.90       1.394
   -7.03    17.49    33.30       -6.36    20.88    33.88       3.502
   32.41    14.41     6.05       33.04    14.93     6.47       0.913
    9.16    21.43   -14.54       10.02    21.09   -14.48       0.924
  -40.05    -7.42   -18.68      -40.72    -7.31   -18.34       0.761
  -12.29    12.15    20.44      -13.21    12.63    19.98       1.130
   15.45    23.97    31.39       15.40    23.53    31.44       0.446
  -20.51   -29.97   -21.11      -20.45   -30.89   -20.96       0.941
  -15.35     6.25   -49.49      -14.93     4.45   -46.97       3.132
  -14.94   -13.95   -51.93      -15.25   -13.96   -50.89       1.081
   32.11    -5.45   -21.24       32.33    -5.60   -21.28       0.270
  -27.85   -16.89   -50.42      -27.55   -16.39   -49.32       1.242
   27.61    10.19    17.35       28.40    10.54    17.65       0.914
  -39.00   -16.76   -35.53      -39.07   -16.73   -35.52       0.078
  -38.69     6.60   -28.04      -38.00     5.98   -28.08       0.929
  -23.61     4.52   -49.01      -23.66     3.45   -47.36       1.970
   -9.94   -25.70   -20.16       -9.09   -26.87   -19.18       1.751
  -35.92    -8.03   -14.09      -37.21    -8.21   -13.01       1.690
  -14.16    10.66   -41.70      -14.45    10.01   -41.50       0.738
  -11.41     7.69     1.03      -11.08     7.09     1.23       0.713
    3.36    -5.94   -26.31        3.24    -6.05   -26.19       0.201
   22.16   -14.72   -17.92       22.26   -14.92   -17.98       0.225
   12.80     0.31    61.03       12.85     0.17    62.85       1.826
   29.39    14.18     8.71       30.79    14.73     9.82       1.872
  -21.68     2.39    -9.75      -21.36     1.99   -10.10       0.626
   29.16     2.38    19.27       29.29     2.33    19.34       0.150
    3.87    17.85    -6.55        5.93    18.05    -5.07       2.543
   -1.94     4.01   -21.34       -1.74     4.40   -21.56       0.492
  -26.54    13.15   -36.35      -26.29    11.83   -35.65       1.517
   12.11   -12.68   -21.14       11.64   -12.06   -20.24       1.191
   36.66    11.72    -5.42       36.80    11.84    -5.45       0.197
   -6.98    -1.46    20.44       -7.39    -1.69    20.54       0.473
   17.63    23.85    39.16       16.78    22.92    39.16       1.257
   23.23   -14.01    -6.16       23.41   -14.19    -6.12       0.253
   20.32    -4.28    36.04       20.15    -3.92    35.98       0.403
    1.36   -11.25   -34.19        0.52   -11.43   -34.04       0.865
   21.16    22.36    10.94       21.42    23.17    11.10       0.866
    9.27    15.56    60.16        9.34    15.53    61.58       1.419
  -33.84   -12.69   -51.16      -33.49   -12.04   -49.40       1.905
  -21.34    11.26   -15.44      -21.52    10.57   -16.43       1.214
   -3.09    19.32    52.30       -2.29    17.91    52.39       1.625
   -8.72    16.41    29.48       -9.09    20.10    28.48       3.849
  -31.21     0.80   -49.69      -30.34    -0.30   -47.78       2.366
   27.54     3.95   -26.77       27.86     4.16   -27.30       0.654
    4.95     3.41   -15.91        5.42     4.17   -16.54       1.097
   15.23    -2.68   -18.98       15.38    -1.80   -19.89       1.276
  -21.88   -22.52   -48.85      -21.60   -21.87   -47.97       1.125
    0.13    -8.12   -34.04       -0.59    -8.50   -33.99       0.819
  -31.29     9.40   -17.77      -30.90     8.55   -18.04       0.971
    5.49    -3.91    35.73        5.38    -5.20    35.91       1.305
  -30.87     2.47   -10.94      -30.98     2.16   -11.78       0.901
   34.29    11.54   -11.32       35.00    11.73   -11.48       0.749
   -0.83   -11.20   -38.78       -1.29   -11.16   -38.64       0.479
   -5.98    17.92    43.70       -5.98    17.95    43.73       0.041
  -32.29   -24.15   -18.08      -33.05   -24.86   -17.30       1.294
  -10.46   -25.23   -18.11       -9.91   -26.08   -17.58       1.135
   15.28   -16.49   -16.52       15.49   -15.62   -16.06       1.003
   -7.18     1.11    26.14       -7.24     1.09    26.15       0.064
   18.54    17.27   -25.83       18.98    18.18   -26.61       1.276
  -27.99    14.10   -25.59      -27.74    13.07   -25.74       1.066
    1.52   -15.27   -36.31        0.51   -15.47   -35.51       1.307
   22.30   -15.67   -13.07       22.29   -15.64   -13.07       0.023
  -31.56    11.86   -24.12      -30.85    10.96   -24.45       1.194
   20.00    -5.91    22.36       20.00    -5.92    22.36       0.001
  -22.33    13.29    28.55      -19.92    13.91    28.74       2.502
   -5.24    10.98     2.06       -5.18    10.89     2.10       0.110
   24.76     9.06    40.74       24.14     9.00    40.65       0.636
   26.33   -12.52   -15.23       26.38   -12.62   -15.24       0.109
   34.82     7.11   -16.12       35.32     7.24   -16.20       0.521
   27.34    19.81    -1.84       28.14    20.60    -1.88       1.126
  -12.79   -24.71   -14.93      -12.41   -25.63   -14.58       1.052
   19.40     3.82   -27.04       20.24     4.31   -26.30       1.213
   19.92    -5.17    32.75       19.71    -4.60    32.69       0.615
  -14.42   -22.04   -12.27      -14.49   -22.45   -11.32       1.035
   18.92   -13.03   -21.36       19.24   -12.91   -20.94       0.544
   -3.42    19.58    54.32       -2.11    17.85    54.11       2.179
  -29.82    -8.13    -8.62      -29.55    -7.82    -8.36       0.483
   34.52    13.89    -0.33       34.67    14.04    -0.35       0.215
  -11.38   -24.67   -43.15      -11.50   -24.45   -42.96       0.313
   -8.18    17.79    35.11       -8.04    20.66    35.90       2.983
   -2.89    -3.79   -34.00       -2.89    -3.79   -34.00       0.000
  -22.41    11.50    36.65      -19.04    11.67    34.79       3.854
   15.37   -17.97    -9.00       15.40   -17.73    -8.94       0.254
    7.10    -2.98   -22.41        6.96    -3.07   -21.98       0.456
    2.39     2.95   -19.00        2.74     3.51   -19.44       0.800
   29.29     7.15   -24.29       30.35     7.28   -25.17       1.386
  -14.21    17.82    40.11      -14.10    17.64    39.99       0.242
  -40.02     3.91   -27.70      -39.55     3.66   -27.70       0.528
   19.27    19.07   -22.78       19.80    20.60   -23.46       1.759
  -15.58    17.48    34.01      -16.71    18.47    34.44       1.565
   21.35    18.71    44.23       20.16    17.90    44.14       1.437
   31.88    -6.96   -16.11       32.31    -7.29   -16.24       0.553
  -22.30    -9.95   -54.11      -22.58   -10.30   -52.70       1.482
  -29.32   -28.80   -23.05      -29.71   -29.48   -22.84       0.819
  -37.96    -9.97   -33.50      -38.55   -10.08   -33.39       0.609
   -2.12   -12.25   -40.53       -2.49   -12.25   -40.22       0.480
  -33.27     8.82   -20.84      -32.93     8.28   -20.98       0.652
