400 PA5-E-OurOutput-Iter=9.txt 6
-3.812986   11.125339   -93.724116   162.437208   87.897783   -48.773062
   38.17     3.17   -16.45       37.95     3.47   -16.56       0.388
  -23.10    11.00   -12.67      -23.05    10.97   -12.75       0.094
   -2.13   -23.30   -31.28       -2.14   -23.27   -31.27       0.038
  -32.11   -25.37   -27.12      -32.02   -25.23   -27.10       0.170
  -11.11    16.37    41.66      -11.14    16.61    41.69       0.247
   30.05     2.03   -28.74       29.29     1.98   -28.34       0.866
  -13.94    13.68    46.52      -14.23    14.14    47.12       0.810
  -10.46   -25.06   -37.04      -10.38   -25.37   -37.19       0.358
  -37.24     5.98   -28.59      -36.91     5.81   -28.54       0.379
  -36.12   -10.94   -15.41      -36.11   -10.93   -15.42       0.010
    0.59    -3.48   -27.06        0.77    -3.35   -27.23       0.278
   29.16   -12.82   -16.99       29.26   -12.94   -17.03       0.158
  -13.73    10.25   -16.75      -13.38    11.19   -16.08       1.203
   17.62   -20.00   -19.03       18.32   -18.72   -18.63       1.506
   -3.70    -6.72   -42.37       -3.22    -6.53   -42.62       0.583
   36.94    -7.45     0.90       36.73    -7.30     0.91       0.269
   -5.43     0.20    45.11       -4.91     0.25    45.05       0.526
   29.51    19.51     6.58       29.85    20.00     6.67       0.602
   -2.83    21.39    40.22       -2.83    21.19    40.20       0.204
  -22.92     3.67   -46.81      -22.92     3.73   -46.87       0.079
   30.19    10.58   -24.11       30.06    10.39   -24.00       0.256
  -24.65   -16.66   -46.40      -24.69   -16.72   -46.53       0.147
    0.81   -22.04   -30.96        0.92   -22.46   -31.02       0.445
  -12.86    10.04   -36.48      -12.15    11.14   -36.63       1.320
    3.00    12.90    -7.89        2.64    12.66    -6.72       1.253
  -24.71   -18.25   -45.31      -24.74   -18.41   -45.50       0.256
  -20.07   -29.30   -23.43      -20.08   -29.33   -23.43       0.032
   30.41    19.87     5.97       30.27    19.73     5.97       0.191
    3.23    21.15    34.79        3.24    21.11    34.80       0.044
   23.79   -17.16   -14.22       23.59   -17.14   -14.21       0.196
    2.94    22.41    39.79        2.99    21.67    39.99       0.770
   36.61     3.58   -14.54       36.42     3.94   -14.92       0.554
   33.22     4.82   -17.69       33.08     4.86   -17.61       0.172
  -14.78     8.56   -43.26      -14.65     8.46   -43.08       0.240
  -18.44    10.21   -39.72      -18.47    10.26   -39.76       0.074
   -6.01     6.44   -17.22       -5.73     7.28   -17.34       0.891
    5.49   -11.32    10.07        5.59   -11.11    10.03       0.231
  -15.23     8.43   -42.88      -15.15     8.36   -42.77       0.148
  -38.01   -17.56   -19.47      -37.82   -17.46   -19.48       0.214
    0.69    -3.26   -26.81        0.86    -3.14   -26.97       0.259
  -36.19     3.51   -17.82      -35.72     3.42   -18.02       0.519
    3.61    21.05    30.51        3.62    21.02    30.52       0.028
  -25.88   -12.53   -48.08      -25.87   -12.52   -48.04       0.035
   29.46    19.90    -0.26       29.30    19.73    -0.26       0.236
    2.52   -10.50    15.62        2.52   -10.24    15.56       0.269
  -11.98   -27.59   -26.80      -11.82   -28.02   -26.78       0.461
   37.55    14.10     8.17       37.40    13.86     8.19       0.284
  -37.05   -19.62   -27.04      -36.73   -19.54   -27.00       0.330
  -14.50    10.12    11.24      -14.57    10.20    11.22       0.117
   -6.53    19.86    38.74       -6.40    19.59    38.79       0.298
   -5.03    12.55    -0.08       -4.69    11.85     0.20       0.827
   28.19    -1.05    27.26       28.39    -1.16    27.36       0.245
   25.37    22.06    -6.63       25.39    22.11    -6.63       0.059
   39.94     6.15   -14.12       39.42     5.93   -13.71       0.696
   -3.98     2.99    54.12       -4.25     2.77    54.21       0.360
  -34.51   -23.48   -22.44      -34.23   -23.19   -22.49       0.403
   29.73    -5.12   -28.61       29.01    -4.37   -27.04       1.885
  -18.20    11.21    45.41      -18.69    11.61    45.85       0.774
   -3.19   -11.11   -43.54       -3.39   -11.03   -43.39       0.263
    7.79    -7.63   -24.41        7.54    -7.80   -23.87       0.617
   17.11   -18.10   -20.77       18.00   -17.27   -20.32       1.304
  -17.91   -27.97   -36.11      -17.92   -28.18   -36.21       0.230
   42.13     4.68    -6.41       41.94     4.66    -6.46       0.196
   30.07    17.28     7.02       30.64    17.74     8.56       1.702
   -3.81     4.84   -24.72       -2.92     5.59   -24.88       1.175
   15.75    -7.78    22.78       15.76    -7.68    22.76       0.101
  -21.54     4.33    18.87      -20.41     5.17    19.18       1.438
    8.34    -6.62    25.54        8.29    -6.46    25.50       0.174
    9.61     9.77   -29.66       10.48    10.61   -28.71       1.539
   -0.12    -3.90   -28.09        0.41    -3.41   -28.22       0.735
   -3.24     1.53    51.61       -3.26     1.32    51.82       0.298
  -36.89     7.02   -25.96      -36.52     6.81   -26.00       0.425
   32.18    10.14    12.73       32.35    10.40    12.98       0.401
   40.94    -2.89     3.58       40.38    -2.56     3.69       0.662
   22.79    19.85   -21.83       22.72    19.68   -21.77       0.191
  -13.91     9.89    16.64      -14.28    10.76    16.66       0.950
   -1.64   -10.03    10.05       -1.44    -9.56    10.04       0.511
   24.87    -5.21    27.05       24.77    -5.09    27.02       0.160
   34.58    14.33     9.73       34.96    14.39    10.17       0.589
    7.77    20.70    10.97        7.70    21.57    11.34       0.945
   17.62    -2.94    59.10       17.76    -3.24    59.13       0.340
  -23.21    12.43    35.15      -23.49    12.54    35.19       0.304
    0.66    24.35    57.64        0.82    23.38    57.67       0.982
  -13.91     7.98    -1.30      -13.67     7.54    -1.22       0.506
   26.35   -15.62    -5.96       26.16   -15.34    -5.96       0.343
   38.26    -1.32   -22.25       37.94    -1.20   -22.11       0.366
   33.66    -8.36   -22.19       32.91    -8.01   -21.88       0.879
  -37.16   -18.29   -16.96      -37.05   -17.95   -17.54       0.685
   12.48    23.51     3.21       12.52    24.83     3.05       1.335
   25.51    21.97    -8.46       25.40    21.78    -8.41       0.235
   14.21    22.29     5.94       15.15    23.65     6.80       1.863
   33.71    -9.30   -13.87       33.47    -9.06   -13.84       0.333
    0.99    -3.98    41.00        0.96    -3.83    40.91       0.182
   29.96    19.54    -6.47       29.95    19.53    -6.47       0.020
  -21.81   -17.74    -7.23      -21.85   -17.80    -6.96       0.285
  -22.61   -29.68   -26.46      -22.59   -29.57   -26.48       0.117
   33.17    12.00   -13.58       33.07    11.95   -13.53       0.120
   19.09    -5.48   -21.16       19.54    -5.48   -20.52       0.788
  -11.35     9.14   -18.11      -10.43    10.48   -17.65       1.684
   -1.08    23.88    55.74       -0.83    22.85    55.88       1.078
   -9.13    10.80     5.20       -9.23    11.24     5.10       0.462
   15.69    20.06   -26.63       15.60    19.85   -26.52       0.254
   28.06   -11.41    -0.74       27.78   -11.18    -0.81       0.367
  -32.18     7.33   -38.89      -32.01     7.12   -38.81       0.284
   -0.66    22.93    48.48       -0.42    22.18    48.54       0.786
   15.26    23.99    34.16       15.23    23.55    34.27       0.455
   20.77    -3.73    42.84       20.91    -3.91    42.84       0.227
   24.32     5.75    47.23       24.32     5.74    47.23       0.005
    9.11     9.48    -8.66        9.24     9.10    -8.19       0.627
   20.66    20.39    15.85       20.94    20.77    15.97       0.482
   24.11    -1.82    37.84       24.28    -1.93    37.89       0.208
   -9.19    10.78    56.31       -9.02    10.84    56.29       0.172
   -6.16     2.61    42.70       -5.84     2.71    42.63       0.344
  -27.38   -23.92   -15.93      -27.52   -24.07   -15.79       0.252
   -2.67    -4.94   -38.28       -2.06    -4.59   -38.50       0.728
  -30.28   -26.09   -31.39      -30.26   -26.06   -31.39       0.036
   -9.30     9.50    -2.74       -9.05     8.99    -2.59       0.576
   -5.15   -21.41   -38.03       -5.15   -21.42   -38.03       0.007
   -0.15    12.74    60.61       -0.10    13.00    61.60       1.030
   38.70    12.83     4.76       38.43    12.69     4.74       0.307
   23.98    13.92    55.83       23.72    13.89    55.77       0.273
   24.19     9.26    52.44       24.10     9.27    52.43       0.084
   -4.90    -2.64    36.70       -4.74    -2.51    36.65       0.211
   28.84    12.93    15.60       28.91    12.99    15.62       0.090
  -16.67   -11.11   -49.21      -16.63   -11.17   -49.47       0.267
  -23.87   -29.04   -28.98      -23.88   -29.07   -28.99       0.024
  -27.67   -21.29   -42.91      -27.68   -21.38   -43.01       0.137
   31.35    11.24   -19.81       31.36    11.25   -19.81       0.011
    8.71    -6.37    26.11        8.71    -6.34    26.11       0.030
    1.60    -8.25   -36.22        1.91    -8.27   -36.38       0.347
   11.06    23.35    -8.43       11.04    23.50    -8.45       0.163
  -28.87   -27.16   -26.72      -28.78   -26.98   -26.71       0.204
   13.47    21.84     8.58       13.67    22.92     9.17       1.245
   -8.56    10.63    56.57       -8.77    10.44    56.60       0.288
   33.05     3.79    17.39       33.03     3.79    17.38       0.018
  -17.57     6.51   -10.35      -17.61     6.58   -10.31       0.089
    8.50     0.65    61.43        8.36     0.43    62.59       1.187
  -36.80   -18.76   -36.78      -36.22   -18.36   -36.49       0.762
  -25.38   -28.32   -30.79      -25.39   -28.34   -30.80       0.019
  -19.34     5.91     8.22      -18.38     5.72     8.19       0.979
  -19.98     2.11    23.78      -19.42     3.51    23.94       1.517
   26.51    21.30    -8.33       26.44    21.19    -8.30       0.140
   34.29     9.88   -16.49       34.21     9.82   -16.47       0.105
    3.33    21.41     0.70        3.63    21.08     0.78       0.453
    8.88   -13.00   -25.04        8.44   -13.04   -24.56       0.653
   35.00    -6.59   -21.55       34.38    -6.17   -21.17       0.838
  -18.87     7.45    15.64      -18.58     7.23    15.67       0.367
   -0.66   -11.98    -1.32       -0.68   -12.10    -1.28       0.127
   -8.43     7.72   -20.32       -7.41     8.84   -19.91       1.574
   17.95    12.84   -34.81       17.36    12.61   -33.98       1.048
  -19.32     8.58   -13.39      -19.31     8.72   -12.56       0.840
  -10.42     6.07    44.41      -10.15     6.57    44.25       0.596
    7.56    -7.29    23.29        7.58    -7.34    23.31       0.057
   22.38    -2.96   -26.25       23.14    -2.14   -25.94       1.159
  -27.62     0.05   -47.20      -27.54    -0.02   -47.04       0.186
  -23.46   -28.45   -33.01      -23.42   -28.37   -32.98       0.089
   36.24    14.70     9.23       36.22    14.66     9.23       0.050
    6.15    -5.06   -24.96        5.41    -5.84   -24.18       1.324
   -1.01   -10.75   -40.76       -0.85   -10.74   -40.88       0.200
   28.35    13.84    15.81       28.21    13.71    15.78       0.190
  -14.67     9.43    18.76      -15.12    10.46    18.71       1.121
   -6.60   -24.29   -23.74       -5.70   -25.17   -23.41       1.297
  -17.83    -8.57    -2.66      -17.47    -8.42    -2.89       0.460
  -26.84   -10.05   -48.45      -26.84   -10.05   -48.46       0.011
   15.28    -4.46    55.76       15.39    -4.72    55.79       0.283
   -0.79    14.96    -7.12        0.95    14.47    -6.55       1.893
  -27.35    -3.07    -9.68      -27.23    -2.89    -9.31       0.422
   -8.68     2.14    36.60       -8.42     2.59    36.42       0.556
   -2.01   -19.95   -39.30       -2.38   -19.56   -38.88       0.687
    1.95    23.94    51.36        2.14    23.13    51.40       0.838
   -9.87   -23.62   -16.03       -9.62   -24.13   -15.89       0.584
  -22.32     3.83    21.12      -20.70     4.69    21.49       1.880
   21.91    -1.76    47.85       21.82    -1.66    47.84       0.141
  -30.24   -19.63   -44.29      -29.93   -19.36   -43.81       0.636
    5.69    -3.99    59.84        5.53    -4.49    59.83       0.525
  -37.89     4.65   -22.70      -37.32     4.25   -22.84       0.714
  -35.49   -18.92   -16.31      -35.32   -18.90   -16.68       0.413
  -11.97   -24.14   -13.65      -11.74   -24.58   -13.53       0.514
    9.29     0.09    61.26        9.33    -0.30    62.42       1.221
   28.02   -12.32   -20.72       28.03   -12.34   -20.71       0.027
   12.53    -3.87    59.83       12.62    -4.55    60.21       0.788
  -17.57     0.54    18.33      -16.89     1.71    18.18       1.357
   18.50    24.61    57.96       18.11    24.26    57.87       0.528
   25.67    -8.83    10.99       25.58    -8.73    10.94       0.147
   -7.13    19.37    51.10       -6.58    18.80    51.26       0.816
  -11.05    16.22    47.93      -11.16    16.38    47.94       0.196
  -10.94   -25.25   -36.40      -10.68   -25.76   -36.59       0.606
  -17.67     0.59    14.25      -16.89     1.31    14.00       1.090
    1.61    16.68   -11.88        3.27    17.11   -10.97       1.946
   32.95    12.46   -13.31       32.90    12.43   -13.29       0.057
    8.46   -10.50   -24.94        8.14   -10.53   -24.61       0.464
   -7.65   -10.95   -46.91       -7.50   -10.99   -47.12       0.258
    7.89    11.29   -23.03        8.28    11.46   -22.99       0.426
  -13.65    10.40     7.78      -13.56    10.24     7.83       0.195
  -22.76   -29.52   -28.92      -22.74   -29.46   -28.91       0.069
   -5.04   -20.32   -11.57       -5.05   -20.54   -11.46       0.248
   13.58    -5.70    41.39       13.58    -5.73    41.39       0.021
  -23.64    12.21    33.11      -23.91    12.31    33.15       0.288
   -5.69    -8.27     8.81       -5.50    -7.89     8.68       0.441
  -12.51   -22.97   -13.63      -12.44   -23.00   -12.82       0.811
   31.70     8.82    16.31       31.84     8.85    16.36       0.142
  -10.45    10.53    10.73      -10.75    11.85    10.53       1.372
  -21.45    -9.81   -50.71      -21.40    -9.69   -50.54       0.219
  -21.40    13.14    32.60      -22.85    14.09    32.24       1.776
   15.76   -16.52   -20.31       15.83   -16.03   -19.09       1.314
    6.90    13.66   -23.14        7.24    13.82   -23.11       0.372
  -30.87   -25.87   -31.57      -30.80   -25.75   -31.57       0.138
  -20.30     1.36     0.30      -19.40     1.38     0.10       0.928
   -9.29    10.71     9.21       -9.11    11.81     9.25       1.115
    9.53   -16.45   -21.38        9.19   -16.00   -21.21       0.593
   36.09    11.91    -9.24       35.83    11.65    -9.06       0.408
   -5.94     6.56   -16.75       -5.68     7.33   -16.85       0.815
   15.60    23.13    14.24       15.68    22.90    14.29       0.252
   -1.29    -0.12   -26.90       -0.56     0.11   -27.12       0.801
   31.21   -10.84   -19.74       31.14   -10.52   -19.82       0.338
    0.62    18.72    -1.15        0.99    18.33    -1.11       0.540
   28.89    20.04    -0.46       28.92    20.08    -0.46       0.048
  -15.48   -27.36   -19.67      -15.31   -27.76   -19.57       0.450
  -27.27     8.67   -11.84      -27.36     8.34   -12.41       0.673
  -26.58   -14.84   -47.15      -26.57   -14.80   -47.07       0.094
  -19.64     5.46   -10.77      -19.76     5.76   -10.64       0.351
    5.24   -17.56   -28.03        5.06   -17.50   -27.96       0.207
    5.90    -4.44    48.02        5.87    -4.53    48.01       0.097
    8.50    -0.19   -19.05        8.70    -0.68   -18.60       0.697
   -0.31   -13.15   -39.41       -0.12   -13.24   -39.52       0.233
  -32.02     4.18   -11.26      -31.30     4.26   -11.60       0.796
  -19.98     2.74     2.74      -18.76     2.60     2.71       1.235
  -14.73    11.66    48.72      -14.40    11.51    48.16       0.662
  -25.80     9.88   -11.73      -25.73     9.94   -12.31       0.589
   24.93    14.85    42.18       24.87    14.83    42.17       0.057
    0.20   -10.89     9.14        0.40   -10.46     9.09       0.474
   -0.50    -0.55   -26.48       -0.21    -0.46   -26.57       0.306
   -1.61    -5.22   -37.06       -1.24    -4.98   -37.25       0.480
  -39.02     1.32   -28.79      -38.90     1.28   -28.75       0.126
   -3.03   -11.22     0.45       -3.03   -11.21     0.45       0.005
   -5.93   -21.15   -13.48       -6.06   -21.91   -13.09       0.867
  -10.28     8.57    49.03      -10.07     8.78    48.92       0.309
   12.72   -14.90   -21.79       12.31   -14.45   -21.05       0.957
  -23.30     3.67   -46.76      -23.30     3.75   -46.84       0.110
   15.95    -3.36    59.54       16.27    -3.98    59.58       0.705
  -36.89     7.02   -30.07      -36.28     6.73   -30.00       0.678
   24.78     3.09    42.45       25.08     3.01    42.54       0.319
   -4.04   -12.31   -44.18       -4.17   -12.31   -44.03       0.191
   15.50   -18.98   -17.75       16.09   -17.85   -17.47       1.307
   34.28    15.77    -6.70       34.07    15.51    -6.69       0.339
   33.79     2.92    16.76       33.74     2.90    16.73       0.053
  -33.08     6.72   -38.99      -32.81     6.41   -38.87       0.431
  -12.35     5.48    42.03      -12.14     6.17    41.75       0.771
  -29.72    10.71   -33.79      -29.71    10.69   -33.79       0.025
  -17.60   -29.67   -30.54      -17.52   -30.02   -30.64       0.382
    3.34    10.55    -8.35        3.28    10.07    -7.62       0.872
   24.73    13.81    50.75       24.16    13.70    50.74       0.582
   -5.73   -21.38   -13.48       -5.52   -22.04   -13.43       0.690
   -7.57   -21.97   -39.75       -7.39   -22.21   -39.91       0.343
   15.28     2.00    60.49       15.55     1.98    62.08       1.618
  -29.07   -25.12   -37.90      -28.94   -24.88   -37.78       0.294
   30.79   -11.31   -21.00       30.59   -10.95   -21.08       0.418
   -3.29    17.11    20.76       -3.52    17.50    20.75       0.453
   25.21    -7.23   -25.55       25.86    -6.80   -24.77       1.101
  -19.40    11.65   -15.33      -19.32    12.28   -15.12       0.668
   30.76   -11.28   -15.49       31.04   -11.45   -15.55       0.335
  -30.79   -18.09   -44.59      -30.57   -17.89   -44.25       0.452
   -7.05     1.44   -42.73       -7.10     1.50   -42.58       0.167
   35.44    -7.86   -15.51       35.07    -7.39   -15.44       0.601
    1.93    -2.68   -26.01        1.65    -2.86   -25.84       0.372
   34.14    -6.81   -23.20       33.27    -6.40   -22.83       1.030
   24.75     6.33    45.00       24.88     6.30    45.03       0.134
   -1.76     0.39    52.12       -2.02     0.12    52.14       0.380
   11.32    -6.68    26.85       11.37    -6.45    26.83       0.231
   34.92    12.63   -10.31       34.67    12.57   -10.18       0.291
  -28.53    12.10   -20.00      -28.57    12.17   -19.98       0.087
  -14.17    13.08    35.22      -14.46    15.53    34.63       2.542
  -23.59   -27.45   -19.56      -23.55   -27.61   -19.50       0.179
   -0.09    16.54    59.92       -0.06    16.67    61.12       1.201
  -16.96   -23.71   -12.76      -16.70   -23.90   -12.29       0.573
    5.04   -11.56     5.93        5.10   -11.38     5.91       0.190
  -28.25   -21.09   -43.32      -28.25   -21.05   -43.28       0.060
   11.46   -13.10     3.53       11.49   -12.96     3.51       0.141
   -9.77   -24.11   -18.98       -9.32   -24.74   -18.79       0.798
   20.47   -13.04     7.31       20.40   -12.93     7.21       0.164
  -22.07   -29.43   -25.74      -22.10   -29.64   -25.74       0.216
   -4.53    -3.37   -40.79       -4.01    -3.11   -41.06       0.638
  -15.87     8.94    48.03      -16.24     9.38    47.57       0.730
    6.30    24.21    58.67        6.27    24.02    58.56       0.223
  -39.18   -15.48   -18.07      -38.46   -15.20   -18.29       0.797
   21.95     9.34   -33.95       21.76     8.72   -32.72       1.383
   39.89     7.93   -12.07       40.01     7.59   -11.71       0.504
  -36.80    -8.04   -41.27      -36.06    -8.01   -40.92       0.819
  -19.96   -29.46   -25.22      -19.99   -29.73   -25.16       0.275
  -21.31    -9.39   -50.85      -21.30    -9.35   -50.79       0.066
   12.74     3.45   -19.76       13.07     3.21   -18.35       1.462
   -2.22    17.34    60.04       -2.25    17.51    61.04       1.020
  -35.48   -20.96   -17.73      -35.06   -20.68   -17.92       0.533
    6.15    23.81    44.30        6.19    22.97    44.55       0.885
    6.75   -18.22   -14.81        6.82   -18.38   -14.80       0.174
  -23.41    -2.08    -8.10      -23.44    -2.06    -8.07       0.048
    6.99    -5.00    41.72        6.99    -4.98    41.72       0.020
  -32.89    -5.69   -46.65      -32.32    -5.80   -46.21       0.727
   -2.72    -8.96    13.73       -2.54    -8.65    13.68       0.362
  -38.12   -17.08   -17.44      -37.39   -16.96   -17.70       0.790
   36.92    14.74     3.25       36.59    14.34     3.29       0.518
   28.55   -10.03     1.77       28.32    -9.83     1.72       0.304
    4.58    20.75    -9.97        5.10    20.12    -9.72       0.852
   -8.31   -25.70   -23.42       -8.15   -26.40   -23.20       0.752
   19.71     1.96   -29.65       20.43     2.37   -28.94       1.096
    3.23    14.12    60.03        3.15    14.22    61.47       1.446
    6.02   -10.90    12.19        6.06   -10.84    12.17       0.075
   18.01    -2.42   -21.28       18.84    -1.85   -20.74       1.152
   -9.94    13.44    58.34       -9.51    13.47    58.31       0.430
   11.92    23.13    28.56       11.94    23.34    28.55       0.216
   12.15     7.83   -15.18       12.66     7.97   -15.14       0.532
    1.11    20.00    27.85        1.12    19.97    27.85       0.024
   -3.95    -1.85    45.38       -3.89    -1.81    45.39       0.079
   -4.45     5.38   -22.24       -3.59     6.39   -22.14       1.336
   19.56    23.13    -9.23       19.66    23.54    -9.28       0.425
   41.41     2.30    -2.61       40.81     2.46    -2.48       0.638
  -20.58   -27.40   -37.46      -20.68   -27.68   -37.59       0.322
  -10.25    14.52    59.10       -9.42    14.31    59.06       0.857
   16.07    -4.63   -20.65       15.81    -5.24   -20.04       0.893
  -12.80    14.55    48.78      -12.54    14.41    48.69       0.302
    5.90   -11.01   -27.78        5.68   -11.06   -27.66       0.250
    4.13    -1.78    61.03        4.24    -1.74    62.13       1.099
   13.88    -4.06    58.99       13.93    -4.81    59.03       0.758
   22.25    20.44    49.05       21.68    20.00    48.90       0.737
   35.52    -7.21   -10.77       35.43    -7.19   -10.78       0.086
   21.45    20.60    11.56       21.67    21.13    11.56       0.578
   18.98   -14.14   -21.18       19.39   -14.15   -20.88       0.502
    5.80    24.01    58.95        5.79    23.91    58.88       0.125
   -5.20    -7.02    16.61       -5.06    -6.82    16.57       0.254
   21.08   -15.66     2.98       20.92   -15.24     2.82       0.476
    3.91    21.60    36.65        3.93    21.53    36.66       0.079
    8.57    -5.12    39.27        8.57    -5.12    39.27       0.007
  -18.42     7.72     9.81      -17.69     7.26     9.93       0.868
  -28.37   -15.47    -8.78      -28.58   -15.50    -8.56       0.308
   22.69    19.24    13.61       23.09    19.63    13.71       0.566
  -22.32    -1.43   -49.39      -22.23    -1.36   -49.18       0.238
    1.53    23.87    52.69        1.71    23.13    52.75       0.761
   14.18    24.55    58.82       13.60    25.34    59.32       1.099
  -10.56    12.27    52.62      -10.29    12.27    52.31       0.409
  -14.71   -12.03   -48.77      -14.68   -12.07   -48.94       0.178
   27.22   -13.06   -21.11       27.09   -13.21   -20.77       0.397
   19.89   -17.42   -21.69       19.80   -17.30   -21.56       0.194
    6.14    -5.69    29.69        6.20    -5.85    29.75       0.186
   23.99     3.64    47.12       23.90     3.66    47.11       0.096
   35.34    13.44    -8.28       35.16    13.36    -8.22       0.215
   -1.01     0.08    56.38       -1.23    -0.07    56.39       0.269
  -37.70   -12.44   -16.12      -37.63   -12.42   -16.17       0.087
  -32.20     4.66   -41.06      -32.13     4.55   -41.00       0.138
  -11.08   -22.88   -14.38      -10.68   -23.06   -13.75       0.766
   37.60    14.04     8.06       37.46    13.81     8.07       0.267
   23.90   -15.74    -1.42       23.76   -15.55    -1.52       0.254
  -35.20   -20.35   -16.75      -34.82   -20.11   -17.02       0.525
    8.48    -4.84    47.56        8.44    -5.08    47.54       0.243
  -27.81   -24.41   -40.54      -27.72   -24.24   -40.46       0.208
   30.46     8.00    21.57       30.25     7.94    21.53       0.225
   10.27    23.01    27.55       10.30    22.90    27.57       0.120
    6.98   -10.72    14.36        6.99   -10.69    14.35       0.035
  -21.01    13.89   -30.31      -21.15    14.55   -30.38       0.685
   -6.06     0.96   -42.55       -6.22     1.11   -42.13       0.474
   -1.61   -18.26   -10.15       -1.45   -18.88    -9.86       0.700
   32.70    -4.58     9.89       32.72    -4.62     9.91       0.046
   -0.56    -4.25   -33.56       -0.35    -3.94   -33.68       0.385
   36.71    -4.09   -19.66       36.30    -4.08   -19.70       0.412
   32.99    -7.53     1.25       32.97    -7.72     1.34       0.208
   41.16     2.08   -15.50       40.48     1.80   -15.23       0.786
