400 PA5-E-OurOutput-Iter=3.txt 6
-7.210271   12.423697   -70.370348   112.565429   34.247728   -48.719834
    1.69    20.50    33.74        1.63    20.99    33.78       0.489
   21.83   -18.54   -14.87       21.55   -18.05   -14.74       0.576
    1.43    21.83    38.73        1.50    21.06    38.65       0.768
   34.74     2.14   -15.52       36.53     3.22   -17.19       2.677
   31.35     3.35   -18.67       33.07     3.82   -20.11       2.297
  -16.76     6.99   -44.05      -16.48     6.43   -43.22       1.042
  -20.40     8.70   -40.52      -20.38     8.78   -40.59       0.105
   -7.87     5.16   -18.04       -6.22     7.99   -17.73       3.290
    3.68   -12.30     9.43        3.99   -11.38     9.32       0.970
  -17.21     6.86   -43.67      -17.00     6.44   -43.04       0.789
  -39.99   -18.71   -19.82      -39.06   -18.48   -20.06       0.993
   -1.27    -4.69   -27.53        0.13    -3.48   -28.16       1.955
  -38.07     2.36   -18.45      -37.70     2.09   -18.72       0.530
    2.04    20.34    29.46        1.97    21.38    29.50       1.047
  -27.98   -14.11   -48.55      -28.07   -14.02   -47.63       0.928
   27.74    18.68    -1.42       29.19    20.24    -1.45       2.127
    0.74   -11.39    14.98        0.73   -10.43    14.92       0.964
  -14.05   -28.96   -27.15      -13.42   -30.37   -27.05       1.545
   35.84    12.95     7.05       36.41    13.32     7.51       0.821
  -39.08   -20.88   -27.36      -38.20   -20.47   -27.25       0.975
  -16.21     9.24    10.42      -14.81     8.77    10.44       1.476
   -8.06    19.30    37.75       -8.12    20.42    37.84       1.124
   -6.79    11.49    -0.98       -6.47    10.82    -0.69       0.795
   26.51    -1.92    26.38       26.73    -2.12    26.45       0.312
   23.63    20.77    -7.79       24.52    23.04    -7.93       2.445
   38.08     4.70   -15.15       38.08     4.70   -15.15       0.003
   -5.51     2.62    53.34       -5.82     2.46    53.37       0.346
  -36.54   -24.69   -22.73      -35.80   -23.89   -22.84       1.093
   27.75    -6.71   -29.45       27.70    -4.78   -26.84       3.244
  -19.74    10.79    44.58      -17.99    12.04    40.64       4.491
   -5.26   -12.74   -44.14       -5.53   -12.69   -43.87       0.381
    5.82    -9.07   -25.11        5.91    -9.03   -25.21       0.138
   15.11   -19.53   -21.38       16.23   -16.19   -18.08       4.830
  -20.03   -29.43   -36.42      -20.02   -29.51   -36.45       0.087
   40.30     3.32    -7.43       41.35     3.33    -7.33       1.053
   28.37    16.15     5.89       30.85    18.83     6.05       3.661
   -5.72     3.45   -25.52       -3.61     4.65   -26.38       2.577
   14.01    -8.64    22.05       14.03    -7.52    21.86       1.132
  -23.24     3.59    18.15      -17.35     7.03    19.52       6.954
    6.62    -7.41    24.83        6.57    -7.22    24.79       0.203
    7.69     8.26   -30.59       11.39    11.96   -28.90       5.492
   -2.09    -5.35   -28.80       -0.32    -3.58   -29.44       2.579
   -4.79     1.13    50.84       -5.23     0.94    50.86       0.475
  -38.79     5.78   -26.64      -37.74     5.11   -26.66       1.249
   30.48     9.07    11.68       32.17    10.37    13.19       2.618
   39.13    -4.12     2.66       38.13    -3.50     2.82       1.188
   20.96    18.38   -22.95       21.71    20.42   -24.36       2.593
  -15.60     9.09    15.82      -15.82     9.21    15.76       0.262
   -3.45   -10.97     9.42       -2.83    -9.56     9.25       1.550
   23.17    -6.06    26.24       22.84    -5.59    26.14       0.579
   32.88    13.21     8.61       34.03    13.97     9.88       1.868
    6.11    19.72     9.91        4.84    23.09     9.96       3.599
   16.08    -3.34    58.28       16.67    -4.50    58.40       1.308
  -24.80    11.90    34.34      -21.91    11.77    33.56       2.995
   -0.77    24.00    56.56       -0.04    20.63    56.54       3.443
  -15.69     6.95    -2.10      -14.86     6.12    -2.02       1.166
   24.43   -16.91    -6.64       23.55   -16.08    -6.86       1.229
   36.33    -2.87   -23.17       34.30    -2.76   -22.20       2.250
   31.70    -9.89   -23.00       30.83    -9.41   -22.59       1.076
  -39.14   -19.42   -17.30      -38.23   -18.80   -18.05       1.324
   10.80    22.40     2.09        9.79    25.36     1.89       3.129
   23.76    20.66    -9.63       24.70    22.71    -9.94       2.281
   12.53    21.21     4.82       10.83    25.65     5.49       4.803
   31.78   -10.71   -14.67       32.08   -10.95   -14.68       0.374
   -0.64    -4.54    40.28       -0.57    -4.31    40.26       0.245
   28.21    18.23    -7.62       29.82    19.90    -7.66       2.320
  -23.74   -18.81    -7.66      -23.78   -18.68    -6.83       0.835
  -24.68   -31.00   -26.73      -24.62   -30.80   -26.72       0.204
   31.34    10.59   -14.65       33.56    12.13   -15.66       2.882
   17.15    -6.93   -21.94       17.17    -6.95   -21.73       0.220
  -13.20     7.87   -18.93      -11.99    11.23   -17.65       3.795
   -2.51    23.52    54.67       -1.59    20.31    54.69       3.343
  -10.86     9.83     4.34      -11.02    10.08     4.24       0.320
   13.84    18.56   -27.72       14.59    19.52   -29.26       1.969
   26.19   -12.63    -1.49       25.84   -12.20    -1.70       0.591
  -34.15     5.89   -39.58      -33.15     5.25   -38.48       1.622
   -2.13    22.47    47.43       -1.62    20.30    47.31       2.231
   13.72    23.28    33.01       13.63    22.80    32.99       0.485
   19.14    -4.36    42.02       19.42    -4.71    42.02       0.446
   22.76     5.16    46.28       23.84     4.91    46.50       1.128
    7.30     8.25    -9.59        7.28     8.76   -10.20       0.797
   19.02    19.42    14.72       19.95    22.08    15.33       2.885
   22.47    -2.52    36.98       22.91    -2.83    37.12       0.552
  -10.68    10.47    55.45       -8.40    10.34    55.48       2.280
   -7.76     2.10    41.93       -6.49     2.99    41.76       1.558
  -29.38   -25.08   -16.25      -29.59   -25.44   -15.93       0.532
   -4.69    -6.50   -38.96       -3.05    -6.07   -40.07       2.019
  -32.36   -27.43   -31.67      -32.00   -26.93   -31.64       0.620
  -11.08     8.42    -3.57      -10.96     8.03    -3.52       0.412
   -7.24   -22.96   -38.49       -6.98   -23.23   -38.67       0.425
   -1.61    12.44    59.68       -1.58    12.64    61.89       2.220
   36.97    11.63     3.64       37.91    12.15     3.68       1.076
   22.51    13.44    54.77       22.65    13.48    54.77       0.150
   22.67     8.74    51.44       23.59     8.72    51.57       0.933
   -6.54    -3.23    36.00       -5.37    -2.17    35.52       1.655
   27.17    11.91    14.54       28.91    13.40    15.32       2.420
  -18.77   -12.75   -49.74      -18.80   -12.75   -49.61       0.134
  -25.95   -30.38   -29.25      -25.93   -30.31   -29.25       0.075
  -29.78   -22.79   -43.26      -29.38   -22.28   -42.71       0.847
   29.50     9.76   -20.86       31.39    11.92   -21.63       2.979
    6.99    -7.15    25.38        6.95    -7.00    25.35       0.159
   -0.43    -9.80   -36.88        0.07    -9.82   -37.09       0.540
    9.32    22.10    -9.54        8.70    22.78    -9.75       0.947
  -30.94   -28.45   -26.98      -30.76   -28.10   -26.98       0.391
   11.80    20.80     7.47       10.82    25.35     7.48       4.652
  -10.05    10.32    55.71       -8.41    10.22    55.73       1.639
   31.34     2.78    16.42       32.30     2.94    17.00       1.134
  -19.41     5.37   -11.11      -19.53     5.65   -10.98       0.326
    6.99     0.31    60.61        6.82     0.02    62.78       2.197
  -38.88   -20.14   -37.12      -37.11   -19.04   -36.20       2.279
  -27.47   -29.68   -31.06      -27.40   -29.54   -31.04       0.160
  -21.09     5.03     7.47      -16.38     4.00     7.57       4.812
  -21.66     1.43    23.09      -16.84     5.80    23.34       6.519
   24.76    19.99    -9.49       25.79    22.23    -9.82       2.493
   32.44     8.42   -17.54       34.54     9.54   -18.34       2.505
    1.62    20.32    -0.35        2.35    19.79    -0.01       0.957
    6.89   -14.44   -25.67        5.72   -14.13   -25.10       1.337
   33.05    -8.12   -22.39       32.13    -7.61   -21.95       1.143
  -20.57     6.66    14.87      -16.82     6.63    15.16       3.761
   -2.54   -13.08    -1.92       -2.57   -13.34    -1.79       0.295
  -10.31     6.41   -21.13       -8.22     9.79   -21.35       3.980
   16.03    11.22   -35.82       16.89    11.99   -31.85       4.137
  -21.16     7.41   -14.17      -21.41     7.65   -13.47       0.774
  -11.99     5.61    43.61       -9.42     7.25    42.84       3.148
    5.82    -8.11    22.58        5.75    -7.89    22.53       0.244
   20.43    -4.49   -27.08       22.19    -3.39   -24.96       2.972
  -29.66    -1.51   -47.82      -29.09    -2.02   -46.71       1.349
  -25.56   -29.84   -33.28      -25.53   -29.68   -33.22       0.177
   34.54    13.57     8.11       35.12    13.95     8.58       0.841
    4.19    -6.49   -25.68        4.37    -6.34   -25.81       0.263
   -3.06   -12.35   -41.37       -3.10   -12.36   -41.34       0.047
   26.68    12.82    14.74       28.26    14.12    15.41       2.153
  -16.35     8.66    17.95      -16.91     8.92    17.65       0.691
   -8.64   -25.65   -24.16       -7.74   -27.55   -24.06       2.101
  -19.70    -9.60    -3.22      -19.52    -9.58    -3.86       0.658
  -28.93   -11.63   -48.95      -28.82   -11.66   -47.84       1.114
   13.72    -4.90    54.98       14.26    -6.02    55.08       1.251
   -2.56    13.79    -8.07       -1.46    10.57    -6.19       3.884
  -29.22    -4.15   -10.27      -28.96    -3.26    -8.68       1.835
  -10.31     1.56    35.85       -8.11     2.98    35.25       2.685
   -4.10   -21.53   -39.79       -4.90   -20.80   -39.11       1.277
    0.50    23.51    50.27        1.12    20.78    50.23       2.796
  -11.87   -24.87   -16.43      -11.19   -26.12   -15.77       1.575
  -24.02     3.12    20.41      -17.60     6.76    21.25       7.426
   20.33    -2.33    47.00       20.60    -2.60    47.12       0.407
  -32.36   -21.15   -44.65      -31.15   -20.07   -43.08       2.242
    4.15    -4.33    59.10        3.80    -5.73    59.05       1.443
  -39.79     3.45   -23.33      -38.65     2.89   -23.53       1.287
  -37.47   -20.05   -16.65      -36.93   -19.74   -17.04       0.734
  -13.96   -25.34   -14.04      -13.86   -26.24   -13.76       0.952
    7.77    -0.25    60.45        7.60    -0.56    62.76       2.340
   26.05   -13.80   -21.45       26.37   -14.50   -21.53       0.783
   10.99    -4.24    59.06       11.18    -6.25    58.96       2.017
  -19.29    -0.23    17.64      -15.40     3.06    16.69       5.174
   17.08    24.18    56.78       15.90    22.59    56.60       1.992
   23.87    -9.89    10.22       23.43    -8.89     9.93       1.131
   -8.61    18.97    50.12       -6.92    17.40    49.14       2.506
  -12.56    15.80    47.01      -10.29    15.24    46.04       2.533
  -13.05   -26.75   -36.78      -12.69   -27.77   -37.32       1.208
  -19.41    -0.23    13.57      -15.21     1.58    12.27       4.755
   -0.19    15.43   -12.86        1.35     9.70   -10.09       6.547
   31.13    11.05   -14.39       33.39    12.56   -15.42       2.902
    6.48   -11.95   -25.61        5.99   -11.89   -24.99       0.795
   -9.74   -12.60   -47.49       -9.78   -12.59   -47.39       0.113
    6.02     9.87   -23.98        9.74    11.82   -23.68       4.208
  -15.38     9.48     6.95      -14.14     8.60     7.26       1.552
  -24.85   -30.87   -29.18      -24.79   -30.65   -29.17       0.225
   -7.01   -21.53   -12.04       -7.02   -22.24   -11.59       0.841
   11.94    -6.32    40.64       11.95    -6.25    40.64       0.066
  -25.24    11.66    32.30      -22.07    11.87    32.18       3.181
   -7.50    -9.21     8.18       -6.92    -8.27     7.77       1.178
  -14.49   -24.17   -14.03      -14.53   -25.23   -12.20       2.119
   30.01     7.80    15.28       31.81     8.10    16.05       1.973
  -12.16     9.63     9.89      -12.82    10.48     9.73       1.083
  -23.55   -11.45   -51.23      -22.89   -10.59   -49.86       1.747
  -22.99    12.57    31.77      -22.10    12.57    31.71       0.894
   13.77   -17.93   -20.93       13.03   -15.59   -18.12       3.732
    5.04    12.25   -24.11        8.60    14.05   -23.61       4.018
  -32.95   -27.21   -31.85      -32.50   -26.57   -31.81       0.788
  -22.10     0.38    -0.38      -18.75     0.01    -0.71       3.394
  -11.01     9.79     8.35      -11.88    10.91     8.14       1.428
    7.54   -17.85   -21.97        6.68   -17.18   -21.70       1.122
   34.29    10.54   -10.32       35.99    11.38   -11.06       2.039
   -7.80     5.29   -17.56       -6.30     7.99   -17.35       3.101
   13.97    22.16    13.11       14.04    23.69    13.39       1.559
   -3.24    -1.55   -27.65       -1.44    -0.81   -28.57       2.150
   29.25   -12.32   -20.51       29.30   -12.36   -20.57       0.087
   -1.11    17.61    -2.16        0.77    16.59    -1.20       2.348
   27.16    18.82    -1.62       28.81    20.58    -1.66       2.412
  -17.51   -28.62   -20.00      -17.19   -30.14   -19.45       1.651
  -29.10     7.56   -12.58      -28.81     6.91   -13.57       1.224
  -28.69   -16.41   -47.59      -28.58   -16.05   -47.01       0.692
  -21.48     4.33   -11.50      -21.52     4.37   -11.47       0.069
    3.22   -19.03   -28.59        2.65   -18.80   -28.38       0.649
    4.30    -4.94    47.28        4.18    -5.34    47.29       0.420
    6.60    -1.56   -19.84        7.21    -0.34   -20.85       1.699
   -2.37   -14.74   -40.00       -2.37   -14.74   -40.00       0.003
  -33.87     3.10   -11.92      -33.50     2.95   -12.26       0.518
  -21.77     1.79     2.04      -18.12     1.50     0.85       3.844
  -16.25    11.27    47.87      -13.26    12.47    43.01       5.836
  -27.62     8.76   -12.49      -27.59     7.73   -13.89       1.739
   23.39    14.19    41.10       23.57    14.31    41.12       0.222
   -1.61   -11.85     8.51       -1.01   -10.48     8.34       1.508
   -2.44    -1.97   -27.23       -0.92    -1.35   -28.00       1.809
   -3.62    -6.77   -37.74       -2.10    -6.37   -38.78       1.889
  -40.96     0.05   -29.38      -40.60    -0.11   -29.25       0.414
   -4.89   -12.28    -0.15       -4.89   -12.24    -0.17       0.041
   -7.90   -22.37   -13.94       -7.50   -23.25   -13.74       0.984
  -11.82     8.17    48.20       -9.15     9.00    47.64       2.851
   10.73   -16.32   -22.42        9.07   -14.60   -21.24       2.667
  -25.32     2.09   -47.45      -25.02     1.75   -46.82       0.782
   14.41    -3.75    58.74       15.26    -5.21    58.78       1.694
  -38.81     5.72   -30.74      -37.61     4.84   -30.46       1.514
   23.19     2.43    41.52       24.34     1.90    41.67       1.273
   -6.12   -13.94   -44.75       -6.50   -13.72   -44.37       0.581
   13.51   -20.36   -18.34       13.58   -16.38   -16.59       4.348
   32.51    14.44    -7.83       33.75    15.77    -7.82       1.817
   32.07     1.89    15.80       32.58     1.64    16.18       0.686
  -35.05     5.29   -39.67      -34.24     4.07   -38.69       1.766
  -13.94     4.99    41.25      -10.93     7.55    39.27       4.419
  -31.64     9.33   -34.55      -31.48     9.02   -34.40       0.382
  -19.70   -31.06   -30.83      -19.69   -31.25   -30.86       0.197
    1.53     9.35    -9.26        1.29     9.92    -9.50       0.676
   23.23    13.27    49.68       23.20    13.26    49.68       0.033
   -7.71   -22.61   -13.94       -7.42   -23.23   -13.80       0.698
   -9.68   -23.53   -40.18       -9.40   -23.91   -40.48       0.562
   13.77     1.63    59.62       14.02     1.48    62.79       3.185
  -31.18   -26.55   -38.19      -30.61   -25.56   -37.64       1.265
   28.83   -12.80   -21.76       28.40   -12.55   -21.30       0.676
   -4.92    16.30    19.79       -5.67    19.20    19.19       3.050
   23.24    -8.76   -26.34       23.60    -8.59   -25.30       1.107
  -21.23    10.46   -16.15      -20.96    11.04   -15.26       1.093
   28.82   -12.70   -16.25       29.11   -13.79   -16.16       1.129
  -32.90   -19.60   -44.97      -31.82   -18.64   -43.56       2.017
   -9.06    -0.16   -43.47       -8.43     0.13   -43.90       0.816
   33.51    -9.31   -16.34       33.00    -8.99   -16.23       0.615
   -0.02    -4.11   -26.75        0.66    -3.51   -27.05       0.955
   32.18    -8.35   -24.03       31.26    -7.82   -23.63       1.134
   23.19     5.71    44.03       24.43     5.50    44.39       1.313
   -3.31    -0.01    51.36       -3.71    -0.54    51.67       0.731
    9.61    -7.46    26.12        9.61    -6.70    26.07       0.765
   33.12    11.25   -11.40       35.08    12.21   -12.24       2.338
  -30.38    10.89   -20.78      -30.09    10.53   -20.94       0.489
  -15.75    12.51    34.35      -20.45    12.09    36.67       5.256
  -25.62   -28.67   -19.85      -25.77   -29.43   -19.57       0.819
   -1.54    16.23    58.95       -1.72    16.72    61.24       2.351
  -18.94   -24.88   -13.13      -18.68   -26.11   -11.98       1.703
    3.20   -12.59     5.29        3.30   -11.71     5.17       0.893
  -30.37   -22.60   -43.67      -29.77   -21.84   -42.85       1.272
    9.60   -14.19     2.89        9.75   -13.40     2.67       0.834
  -11.78   -25.39   -19.38      -10.82   -27.64   -18.90       2.498
   18.63   -14.12     6.62       18.04   -12.61     5.88       1.786
  -24.14   -30.74   -26.01      -24.20   -30.95   -26.02       0.224
   -6.55    -4.96   -41.48       -5.27    -4.34   -42.35       1.663
  -17.41     8.55    47.23      -15.44    11.37    41.56       6.632
    4.88    23.85    57.56        5.36    21.85    57.57       2.056
  -41.15   -16.61   -18.45      -39.64   -15.96   -19.13       1.782
   20.02     7.71   -34.93       20.19     9.39   -31.62       3.715
   38.06     6.50   -13.12       38.08     6.54   -13.16       0.059
  -38.84    -9.48   -41.75      -36.99    -9.36   -41.08       1.971
  -22.03   -30.77   -25.51      -22.08   -31.27   -25.45       0.500
  -23.41   -11.03   -51.38      -22.90   -10.22   -50.09       1.606
   10.85     2.05   -20.62       10.72     1.05   -18.99       1.915
   -3.66    17.04    59.06       -4.43    18.14    59.44       1.400
  -37.47   -22.10   -18.05      -36.53   -21.41   -18.41       1.229
    4.66    23.27    43.20        4.96    21.34    43.27       1.958
    4.78   -19.52   -15.36        4.85   -19.60   -15.36       0.106
  -25.27    -3.16    -8.72      -25.41    -3.00    -8.39       0.395
    5.35    -5.58    40.99        5.34    -5.64    40.99       0.065
  -34.95    -7.22   -47.17      -33.38    -7.60   -45.74       2.157
   -4.51    -9.85    13.10       -3.88    -8.63    12.92       1.384
  -40.10   -18.21   -17.80      -38.74   -17.85   -18.23       1.464
   35.19    13.52     2.12       36.01    14.29     2.04       1.132
   26.70   -11.22     1.00       26.19   -10.60     0.79       0.831
    2.81    19.51   -11.02        5.17    18.39    -9.81       2.873
  -10.35   -27.04   -23.81       -9.68   -28.45   -23.74       1.565
   17.76     0.40   -30.53       20.41     2.25   -28.41       3.863
    1.77    13.79    59.06        1.47    13.93    61.78       2.734
    4.22   -11.85    11.54        4.54   -11.09    11.25       0.877
   16.08    -3.86   -22.10       16.01    -4.16   -21.56       0.618
  -11.40    13.15    57.45       -8.20    12.12    57.72       3.380
   10.36    22.35    27.45       10.26    22.86    27.45       0.517
   10.30     6.49   -16.10       11.80     5.87   -15.18       1.868
   -0.47    19.27    26.82       -0.63    21.14    26.80       1.881
   -5.55    -2.34    44.66       -4.46    -1.82    44.75       1.206
   -6.34     4.03   -23.05       -4.21     6.38   -23.81       3.269
   17.81    21.83   -10.39       17.92    24.85   -10.72       3.037
   39.60     0.99    -3.59       39.33     1.07    -3.56       0.283
  -22.70   -28.87   -37.76      -22.57   -28.47   -37.51       0.491
  -11.71    14.25    58.20       -7.95    12.95    58.15       3.977
   14.14    -6.06   -21.43       14.14    -6.06   -21.56       0.131
  -14.31    14.15    47.89      -10.64    13.88    46.01       4.132
    3.90   -12.48   -28.42        3.85   -12.48   -28.40       0.053
    2.61    -2.10    60.27        2.57    -1.78    62.30       2.050
   12.33    -4.45    58.21       12.48    -6.09    58.13       1.648
   20.77    19.88    47.91       19.97    19.00    47.91       1.192
   33.62    -8.60   -11.60       33.72    -8.68   -11.60       0.130
   19.78    19.56    10.43       20.65    22.68    10.84       3.265
   17.00   -15.58   -21.85       18.20   -14.81   -20.87       1.727
    4.39    23.66    57.84        4.85    21.73    57.85       1.988
   -6.97    -7.87    15.97       -6.17    -6.75    15.81       1.383
   19.21   -16.80     2.32       18.66   -14.65     1.00       2.582
    2.38    20.97    35.59        2.36    21.07    35.58       0.100
    6.92    -5.73    38.53        6.91    -5.87    38.53       0.131
  -20.15     6.85     9.04      -15.92     5.42     9.08       4.464
  -30.30   -16.53    -9.21      -30.56   -16.65    -8.75       0.539
   21.03    18.22    12.49       22.48    21.15    13.60       3.452
  -24.38    -3.04   -50.02      -24.74    -3.65   -48.72       1.483
    0.08    23.46    51.61        0.84    20.77    51.82       2.803
   12.76    24.16    57.67       12.85    23.12    57.59       1.046
  -12.06    11.91    51.75       -8.94    11.51    50.18       3.509
  -16.81   -13.67   -49.30      -16.83   -13.67   -49.20       0.097
   25.24   -14.54   -21.83       25.31   -14.79   -21.96       0.283
   17.89   -18.87   -22.32       19.44   -16.18   -20.40       3.655
    4.44    -6.41    28.97        4.53    -6.67    29.06       0.284
   22.42     3.05    46.19       23.39     2.84    46.41       1.012
   33.55    12.09    -9.39       35.35    13.14    -9.85       2.137
   -2.54    -0.27    55.61       -3.20    -0.85    55.76       0.889
  -39.65   -13.55   -16.54      -39.25   -13.41   -16.94       0.582
  -34.19     3.19   -41.72      -33.68     2.73   -41.15       0.899
  -13.07   -24.10   -14.79      -12.03   -25.90   -14.12       2.187
   35.89    12.88     6.94       36.50    13.28     7.43       0.876
   22.01   -16.95    -2.09       21.11   -16.22    -3.00       1.470
  -37.19   -21.48   -17.07      -36.47   -20.83   -17.50       1.057
    6.88    -5.35    46.81        6.84    -5.97    46.83       0.615
  -29.93   -25.88   -40.85      -29.37   -24.82   -40.26       1.344
   28.79     7.05    20.56       29.84     7.23    20.98       1.149
    8.69    22.23    26.45        8.63    22.55    26.45       0.320
    5.18   -11.65    13.70        5.58   -10.73    13.35       1.065
  -22.90    12.51   -31.14      -23.11    13.38   -31.43       0.936
   -8.08    -0.64   -43.29       -7.83    -0.53   -43.46       0.325
   -3.55   -19.47   -10.66       -3.42   -19.96   -10.25       0.653
   30.92    -5.69     9.03       30.86    -5.57     8.97       0.140
   -2.55    -5.76   -34.26       -1.18    -4.81   -34.35       1.669
   34.78    -5.59   -20.54       33.94    -5.41   -20.40       0.872
   31.14    -8.75     0.43       31.25    -8.50     0.28       0.312
   39.28     0.61   -16.48       38.87     0.54   -16.32       0.446
